"match_id","start_time","win","hero_id","account_id","leaguename"
3960988841,1529378915,true,78,156662698,"The International 2018"
3960988841,1529378915,true,52,207829314,"The International 2018"
3960988841,1529378915,true,40,130416036,"The International 2018"
3960988841,1529378915,false,15,91369376,"The International 2018"
3960988841,1529378915,false,74,202217968,"The International 2018"
3960988841,1529378915,false,38,111291593,"The International 2018"
3960988841,1529378915,false,89,103940975,"The International 2018"
3960988841,1529378915,false,85,103039499,"The International 2018"
3961000985,1529379917,true,103,163587550,"The International 2018"
3961000985,1529379917,true,26,108717482,"The International 2018"
3961000985,1529379917,true,69,139031324,"The International 2018"
3961000985,1529379917,true,49,171211166,"The International 2018"
3961000985,1529379917,true,9,248941611,"The International 2018"
3961000985,1529379917,false,52,397462905,"The International 2018"
3961000985,1529379917,false,16,142974425,"The International 2018"
3961000985,1529379917,false,37,158847773,"The International 2018"
3961000985,1529379917,false,15,255219872,"The International 2018"
3961000985,1529379917,false,41,277742444,"The International 2018"
3961040985,1529382882,true,37,117731777,"The International 2018"
3961040985,1529382882,true,12,168028715,"The International 2018"
3961040985,1529382882,true,45,157475523,"The International 2018"
3961040985,1529382882,true,25,124936122,"The International 2018"
3961040985,1529382882,true,103,138543123,"The International 2018"
3961040985,1529382882,false,87,849035415,"The International 2018"
3961040985,1529382882,false,51,119576842,"The International 2018"
3961040985,1529382882,false,49,90882159,"The International 2018"
3961040985,1529382882,false,52,148215639,"The International 2018"
3961040985,1529382882,false,57,111189717,"The International 2018"
3961061756,1529384332,false,92,91369376,"The International 2018"
3961061756,1529384332,false,38,111291593,"The International 2018"
3961061756,1529384332,false,49,202217968,"The International 2018"
3961061756,1529384332,false,101,103940975,"The International 2018"
3961061756,1529384332,false,85,103039499,"The International 2018"
3961061756,1529384332,true,67,103275898,"The International 2018"
3961061756,1529384332,true,106,88585077,"The International 2018"
3961061756,1529384332,true,69,164530809,"The International 2018"
3961061756,1529384332,true,37,104652351,"The International 2018"
3961061756,1529384332,true,108,119594755,"The International 2018"
3961102532,1529386803,true,64,117731777,"The International 2018"
3961102532,1529386803,true,41,168028715,"The International 2018"
3961102532,1529386803,true,9,157475523,"The International 2018"
3961102532,1529386803,true,21,124936122,"The International 2018"
3961102532,1529386803,true,89,138543123,"The International 2018"
3961102532,1529386803,false,13,468599935,"The International 2018"
3961102532,1529386803,false,103,130140436,"The International 2018"
3961102532,1529386803,false,87,103354522,"The International 2018"
3961102532,1529386803,false,10,376376587,"The International 2018"
3961102532,1529386803,false,38,342340720,"The International 2018"
3961142758,1529389147,true,30,849035415,"The International 2018"
3961142758,1529389147,true,103,119576842,"The International 2018"
3961142758,1529389147,true,25,90882159,"The International 2018"
3961142758,1529389147,true,44,148215639,"The International 2018"
3961142758,1529389147,true,9,111189717,"The International 2018"
3961142758,1529389147,false,52,140153524,"The International 2018"
3961142758,1529389147,false,106,129958758,"The International 2018"
3961142758,1529389147,false,78,156662698,"The International 2018"
3961142758,1529389147,false,21,207829314,"The International 2018"
3961142758,1529389147,false,4,130416036,"The International 2018"
3961146514,1529389413,false,43,91369376,"The International 2018"
3961146514,1529389413,false,65,111291593,"The International 2018"
3961146514,1529389413,false,106,202217968,"The International 2018"
3961146514,1529389413,false,89,103940975,"The International 2018"
3961146514,1529389413,false,87,103039499,"The International 2018"
3961146514,1529389413,true,69,397462905,"The International 2018"
3961146514,1529389413,true,91,158847773,"The International 2018"
3961146514,1529389413,true,26,142974425,"The International 2018"
3961146514,1529389413,true,4,255219872,"The International 2018"
3961146514,1529389413,true,77,277742444,"The International 2018"
3961217248,1529393328,true,89,163587550,"The International 2018"
3961217248,1529393328,true,12,171211166,"The International 2018"
3961217248,1529393328,true,69,139031324,"The International 2018"
3961217248,1529393328,true,64,108717482,"The International 2018"
3961217248,1529393328,true,43,248941611,"The International 2018"
3961217248,1529393328,false,9,342340720,"The International 2018"
3961217248,1529393328,false,11,468599935,"The International 2018"
3961217248,1529393328,false,93,376376587,"The International 2018"
3961217248,1529393328,false,51,103354522,"The International 2018"
3961217248,1529393328,false,52,130140436,"The International 2018"
3961219376,1529393413,false,12,103275898,"The International 2018"
3961219376,1529393413,false,39,88585077,"The International 2018"
3961219376,1529393413,false,69,164530809,"The International 2018"
3961219376,1529393413,false,87,104652351,"The International 2018"
3961219376,1529393413,false,29,119594755,"The International 2018"
3961219376,1529393413,true,78,397462905,"The International 2018"
3961219376,1529393413,true,100,142974425,"The International 2018"
3961219376,1529393413,true,3,158847773,"The International 2018"
3961219376,1529393413,true,13,255219872,"The International 2018"
3961219376,1529393413,true,77,277742444,"The International 2018"
3961259644,1529395432,false,101,117483894,"The International 2018"
3961259644,1529395432,false,28,92847434,"The International 2018"
3961259644,1529395432,false,85,113331514,"The International 2018"
3961259644,1529395432,false,39,5150808,"The International 2018"
3961259644,1529395432,false,54,96183976,"The International 2018"
3961259644,1529395432,true,52,182993582,"The International 2018"
3961259644,1529395432,true,79,11550182,"The International 2018"
3961259644,1529395432,true,43,237238721,"The International 2018"
3961259644,1529395432,true,16,86870856,"The International 2018"
3961259644,1529395432,true,8,175463659,"The International 2018"
3961276206,1529396244,false,3,140153524,"The International 2018"
3961276206,1529396244,false,43,129958758,"The International 2018"
3961276206,1529396244,false,104,156662698,"The International 2018"
3961276206,1529396244,false,51,207829314,"The International 2018"
3961276206,1529396244,false,12,130416036,"The International 2018"
3961276206,1529396244,true,54,103275898,"The International 2018"
3961276206,1529396244,true,22,88585077,"The International 2018"
3961276206,1529396244,true,89,164530809,"The International 2018"
3961276206,1529396244,true,9,119594755,"The International 2018"
3961276206,1529396244,true,87,104652351,"The International 2018"
3961291740,1529397334,true,88,108717482,"The International 2018"
3961291740,1529397334,true,38,139031324,"The International 2018"
3961291740,1529397334,true,101,163587550,"The International 2018"
3961291740,1529397334,true,9,171211166,"The International 2018"
3961291740,1529397334,true,11,248941611,"The International 2018"
3961291740,1529397334,false,3,849035415,"The International 2018"
3961291740,1529397334,false,103,119576842,"The International 2018"
3961291740,1529397334,false,49,90882159,"The International 2018"
3961291740,1529397334,false,52,148215639,"The International 2018"
3961291740,1529397334,false,78,111189717,"The International 2018"
