x,y,frequency,match_id,account_id
78,114,1,4070356125,82262664
78,108,1,4070356125,82262664
78,116,1,4070356125,82262664
78,110,1,4070356125,82262664
76,146,2,4070356125,82262664
76,144,1,4070356125,82262664
76,142,3,4070356125,82262664
76,76,1,4070356125,82262664
76,130,1,4070356125,82262664
76,136,3,4070356125,82262664
76,134,2,4070356125,82262664
76,82,1,4070356125,82262664
76,138,4,4070356125,82262664
76,86,1,4070356125,82262664
76,84,1,4070356125,82262664
76,78,1,4070356125,82262664
122,124,1,4070356125,82262664
122,136,2,4070356125,82262664
122,126,1,4070356125,82262664
122,134,3,4070356125,82262664
78,146,20,4070356125,34505203
78,150,15,4070356125,34505203
78,144,18,4070356125,34505203
78,152,6,4070356125,34505203
78,142,9,4070356125,34505203
78,154,5,4070356125,34505203
78,140,12,4070356125,34505203
78,156,3,4070356125,34505203
78,158,1,4070356125,34505203
78,148,26,4070356125,34505203
78,120,1,4070356125,34505203
78,132,1,4070356125,34505203
78,130,2,4070356125,34505203
78,168,1,4070356125,34505203
78,136,1,4070356125,34505203
78,134,2,4070356125,34505203
78,128,3,4070356125,34505203
78,166,1,4070356125,34505203
78,138,7,4070356125,34505203
78,160,1,4070356125,34505203
76,150,15,4070356125,34505203
76,152,13,4070356125,34505203
76,154,12,4070356125,34505203
76,156,5,4070356125,34505203
76,158,5,4070356125,34505203
76,132,4,4070356125,34505203
76,130,1,4070356125,34505203
76,136,2,4070356125,34505203
76,134,1,4070356125,34505203
76,138,8,4070356125,34505203
76,118,1,4070356125,34505203
76,128,3,4070356125,34505203
76,146,6,4070356125,34505203
76,144,7,4070356125,34505203
76,142,20,4070356125,34505203
76,140,28,4070356125,34505203
76,148,15,4070356125,34505203
76,164,2,4070356125,34505203
76,166,1,4070356125,34505203
76,160,6,4070356125,34505203
76,162,2,4070356125,34505203
76,114,1,4070356125,34505203
76,116,1,4070356125,34505203
82,146,11,4070356125,34505203
82,150,10,4070356125,34505203
82,144,8,4070356125,34505203
82,152,4,4070356125,34505203
82,154,4,4070356125,34505203
82,140,2,4070356125,34505203
82,156,2,4070356125,34505203
82,148,9,4070356125,34505203
82,132,4,4070356125,34505203
82,168,3,4070356125,34505203
82,126,2,4070356125,34505203
82,134,1,4070356125,34505203
82,128,4,4070356125,34505203
82,166,2,4070356125,34505203
82,162,1,4070356125,34505203
82,170,1,4070356125,34505203
84,146,6,4070356125,34505203
84,150,2,4070356125,34505203
84,144,1,4070356125,34505203
84,152,3,4070356125,34505203
84,154,1,4070356125,34505203
84,156,2,4070356125,34505203
84,158,3,4070356125,34505203
84,148,10,4070356125,34505203
84,130,3,4070356125,34505203
84,168,5,4070356125,34505203
84,164,2,4070356125,34505203
84,166,1,4070356125,34505203
84,138,2,4070356125,34505203
84,160,3,4070356125,34505203
84,162,2,4070356125,34505203
94,168,1,4070356125,34505203
94,140,6,4070356125,34505203
94,148,1,4070356125,34505203
98,146,1,4070356125,34505203
98,150,1,4070356125,34505203
98,144,1,4070356125,34505203
98,168,2,4070356125,34505203
88,144,3,4070356125,34505203
88,148,1,4070356125,34505203
88,130,1,4070356125,34505203
88,136,2,4070356125,34505203
88,134,1,4070356125,34505203
88,164,1,4070356125,34505203
74,154,4,4070356125,34505203
74,156,3,4070356125,34505203
74,102,1,4070356125,34505203
74,88,1,4070356125,34505203
74,110,1,4070356125,34505203
74,112,1,4070356125,34505203
74,82,1,4070356125,34505203
74,80,1,4070356125,34505203
74,86,1,4070356125,34505203
74,160,1,4070356125,34505203
74,78,1,4070356125,34505203
74,142,1,4070356125,34505203
74,140,5,4070356125,34505203
74,98,1,4070356125,34505203
74,108,1,4070356125,34505203
74,164,1,4070356125,34505203
74,90,1,4070356125,34505203
74,100,1,4070356125,34505203
74,92,1,4070356125,34505203
74,106,1,4070356125,34505203
74,94,1,4070356125,34505203
74,96,1,4070356125,34505203
74,76,3,4070356125,34505203
72,156,1,4070356125,34505203
102,146,2,4070356125,34505203
102,152,3,4070356125,34505203
102,156,1,4070356125,34505203
102,172,3,4070356125,34505203
102,154,5,4070356125,34505203
90,144,2,4070356125,34505203
90,142,3,4070356125,34505203
90,140,6,4070356125,34505203
90,128,3,4070356125,34505203
90,132,1,4070356125,34505203
90,130,2,4070356125,34505203
90,136,1,4070356125,34505203
90,134,1,4070356125,34505203
90,164,1,4070356125,34505203
90,138,5,4070356125,34505203
100,150,1,4070356125,34505203
100,144,1,4070356125,34505203
100,152,1,4070356125,34505203
100,156,1,4070356125,34505203
100,158,1,4070356125,34505203
100,148,1,4070356125,34505203
100,168,7,4070356125,34505203
100,164,1,4070356125,34505203
100,166,1,4070356125,34505203
100,174,1,4070356125,34505203
100,172,1,4070356125,34505203
100,162,1,4070356125,34505203
100,170,8,4070356125,34505203
92,142,1,4070356125,34505203
92,140,16,4070356125,34505203
92,148,1,4070356125,34505203
92,130,1,4070356125,34505203
92,128,1,4070356125,34505203
92,166,1,4070356125,34505203
92,138,2,4070356125,34505203
86,146,3,4070356125,34505203
86,144,1,4070356125,34505203
86,154,1,4070356125,34505203
86,158,1,4070356125,34505203
86,148,1,4070356125,34505203
86,132,1,4070356125,34505203
86,130,1,4070356125,34505203
86,136,2,4070356125,34505203
86,134,2,4070356125,34505203
86,164,1,4070356125,34505203
86,162,2,4070356125,34505203
80,146,13,4070356125,34505203
80,150,12,4070356125,34505203
80,144,7,4070356125,34505203
80,152,11,4070356125,34505203
80,142,13,4070356125,34505203
80,154,2,4070356125,34505203
80,140,8,4070356125,34505203
80,156,1,4070356125,34505203
80,148,27,4070356125,34505203
80,132,3,4070356125,34505203
80,122,1,4070356125,34505203
80,130,5,4070356125,34505203
80,124,1,4070356125,34505203
80,136,1,4070356125,34505203
80,126,1,4070356125,34505203
80,128,2,4070356125,34505203
80,168,1,4070356125,34505203
80,138,3,4070356125,34505203
80,162,1,4070356125,34505203
104,152,1,4070356125,34505203
104,154,1,4070356125,34505203
104,148,1,4070356125,34505203
96,142,2,4070356125,34505203
96,144,1,4070356125,34505203
96,168,1,4070356125,34505203
96,148,1,4070356125,34505203
114,106,1,4070356125,105248644
114,112,1,4070356125,105248644
114,120,3,4070356125,105248644
114,98,1,4070356125,105248644
114,108,1,4070356125,105248644
114,116,8,4070356125,105248644
114,124,2,4070356125,105248644
114,110,1,4070356125,105248644
114,126,2,4070356125,105248644
114,134,2,4070356125,105248644
114,128,2,4070356125,105248644
114,102,1,4070356125,105248644
114,118,12,4070356125,105248644
114,136,3,4070356125,105248644
88,86,1,4070356125,105248644
116,120,11,4070356125,105248644
116,132,2,4070356125,105248644
116,122,2,4070356125,105248644
116,116,2,4070356125,105248644
116,124,3,4070356125,105248644
116,134,1,4070356125,105248644
116,118,23,4070356125,105248644
110,120,1,4070356125,105248644
110,114,4,4070356125,105248644
110,116,1,4070356125,105248644
110,118,16,4070356125,105248644
110,112,4,4070356125,105248644
112,132,1,4070356125,105248644
112,128,1,4070356125,105248644
112,98,1,4070356125,105248644
112,116,7,4070356125,105248644
112,126,2,4070356125,105248644
112,134,1,4070356125,105248644
112,114,5,4070356125,105248644
112,100,1,4070356125,105248644
112,118,1,4070356125,105248644
112,96,3,4070356125,105248644
82,82,1,4070356125,105248644
80,82,1,4070356125,105248644
86,86,1,4070356125,105248644
118,98,1,4070356125,105248644
118,120,29,4070356125,105248644
118,132,1,4070356125,105248644
118,122,31,4070356125,105248644
118,130,3,4070356125,105248644
118,116,1,4070356125,105248644
118,114,1,4070356125,105248644
118,124,2,4070356125,105248644
118,100,1,4070356125,105248644
118,118,8,4070356125,105248644
84,84,1,4070356125,105248644
76,80,1,4070356125,105248644
106,108,1,4070356125,105248644
96,100,2,4070356125,105248644
120,120,14,4070356125,105248644
120,122,57,4070356125,105248644
120,130,1,4070356125,105248644
120,124,16,4070356125,105248644
120,112,1,4070356125,105248644
120,128,2,4070356125,105248644
120,118,2,4070356125,105248644
98,102,1,4070356125,105248644
108,120,1,4070356125,105248644
108,110,3,4070356125,105248644
108,112,2,4070356125,105248644
74,76,2,4070356125,105248644
74,78,1,4070356125,105248644
124,108,10,4070356125,105248644
124,102,3,4070356125,105248644
124,122,2,4070356125,105248644
124,124,30,4070356125,105248644
124,110,2,4070356125,105248644
124,126,18,4070356125,105248644
124,112,1,4070356125,105248644
124,128,1,4070356125,105248644
124,106,4,4070356125,105248644
124,104,1,4070356125,105248644
126,128,3,4070356125,105248644
126,124,3,4070356125,105248644
126,126,14,4070356125,105248644
128,130,7,4070356125,105248644
128,126,3,4070356125,105248644
90,98,2,4070356125,105248644
90,88,1,4070356125,105248644
100,102,1,4070356125,105248644
100,104,1,4070356125,105248644
92,90,1,4070356125,105248644
92,88,1,4070356125,105248644
92,92,2,4070356125,105248644
92,94,73,4070356125,105248644
92,96,3,4070356125,105248644
102,104,1,4070356125,105248644
94,98,1,4070356125,105248644
104,108,1,4070356125,105248644
104,106,1,4070356125,105248644
78,80,1,4070356125,105248644
132,130,1,4070356125,105248644
122,108,1,4070356125,105248644
122,120,4,4070356125,105248644
122,114,1,4070356125,105248644
122,122,52,4070356125,105248644
122,116,2,4070356125,105248644
122,124,71,4070356125,105248644
122,110,1,4070356125,105248644
122,126,9,4070356125,105248644
122,112,2,4070356125,105248644
122,128,2,4070356125,105248644
122,102,9,4070356125,105248644
122,118,4,4070356125,105248644
130,128,1,4070356125,105248644
130,130,14,4070356125,105248644
130,126,1,4070356125,105248644
150,98,2,4070356125,101356886
150,80,2,4070356125,101356886
150,86,3,4070356125,101356886
150,108,1,4070356125,101356886
150,96,1,4070356125,101356886
152,78,1,4070356125,101356886
152,110,1,4070356125,101356886
152,82,2,4070356125,101356886
152,90,2,4070356125,101356886
152,80,1,4070356125,101356886
152,92,4,4070356125,101356886
152,86,2,4070356125,101356886
152,94,2,4070356125,101356886
152,84,3,4070356125,101356886
152,96,2,4070356125,101356886
154,88,5,4070356125,101356886
154,98,1,4070356125,101356886
154,122,1,4070356125,101356886
154,124,1,4070356125,101356886
154,110,1,4070356125,101356886
154,126,1,4070356125,101356886
154,82,6,4070356125,101356886
154,90,6,4070356125,101356886
154,80,3,4070356125,101356886
154,92,3,4070356125,101356886
154,86,17,4070356125,101356886
154,84,9,4070356125,101356886
154,78,1,4070356125,101356886
156,98,1,4070356125,101356886
156,120,1,4070356125,101356886
156,82,2,4070356125,101356886
156,88,1,4070356125,101356886
156,112,1,4070356125,101356886
156,128,1,4070356125,101356886
156,80,3,4070356125,101356886
156,86,14,4070356125,101356886
156,118,1,4070356125,101356886
156,84,2,4070356125,101356886
156,78,1,4070356125,101356886
158,82,3,4070356125,101356886
158,98,1,4070356125,101356886
158,116,1,4070356125,101356886
158,112,1,4070356125,101356886
158,128,1,4070356125,101356886
158,80,2,4070356125,101356886
158,86,6,4070356125,101356886
158,94,1,4070356125,101356886
158,78,1,4070356125,101356886
134,80,2,4070356125,101356886
134,78,2,4070356125,101356886
132,78,3,4070356125,101356886
88,140,1,4070356125,101356886
88,144,1,4070356125,101356886
88,136,1,4070356125,101356886
88,148,1,4070356125,101356886
88,78,2,4070356125,101356886
116,76,1,4070356125,101356886
116,80,1,4070356125,101356886
116,78,1,4070356125,101356886
110,80,1,4070356125,101356886
110,78,2,4070356125,101356886
112,80,1,4070356125,101356886
112,78,2,4070356125,101356886
82,144,1,4070356125,101356886
82,158,1,4070356125,101356886
82,130,1,4070356125,101356886
82,128,1,4070356125,101356886
82,162,2,4070356125,101356886
82,78,3,4070356125,101356886
176,88,5,4070356125,101356886
176,102,1,4070356125,101356886
176,90,2,4070356125,101356886
176,86,4,4070356125,101356886
176,94,1,4070356125,101356886
176,84,2,4070356125,101356886
176,96,2,4070356125,101356886
80,146,1,4070356125,101356886
80,150,1,4070356125,101356886
80,144,1,4070356125,101356886
80,152,1,4070356125,101356886
80,154,1,4070356125,101356886
80,156,1,4070356125,101356886
80,148,1,4070356125,101356886
80,126,1,4070356125,101356886
80,78,2,4070356125,101356886
174,94,2,4070356125,101356886
174,82,5,4070356125,101356886
174,88,4,4070356125,101356886
174,102,1,4070356125,101356886
174,90,1,4070356125,101356886
174,100,1,4070356125,101356886
174,92,1,4070356125,101356886
174,86,4,4070356125,101356886
174,80,1,4070356125,101356886
174,84,7,4070356125,101356886
86,150,1,4070356125,101356886
86,144,4,4070356125,101356886
86,152,1,4070356125,101356886
86,142,1,4070356125,101356886
86,140,5,4070356125,101356886
86,156,1,4070356125,101356886
86,158,1,4070356125,101356886
86,148,1,4070356125,101356886
86,136,4,4070356125,101356886
86,134,1,4070356125,101356886
86,138,1,4070356125,101356886
86,160,1,4070356125,101356886
86,78,3,4070356125,101356886
118,76,1,4070356125,101356886
118,80,1,4070356125,101356886
118,78,1,4070356125,101356886
84,146,1,4070356125,101356886
84,144,1,4070356125,101356886
84,154,1,4070356125,101356886
84,132,1,4070356125,101356886
84,164,2,4070356125,101356886
84,138,3,4070356125,101356886
84,162,1,4070356125,101356886
84,78,3,4070356125,101356886
170,78,4,4070356125,101356886
170,76,1,4070356125,101356886
170,98,2,4070356125,101356886
170,88,8,4070356125,101356886
170,82,1,4070356125,101356886
170,90,3,4070356125,101356886
170,80,8,4070356125,101356886
170,92,6,4070356125,101356886
170,86,8,4070356125,101356886
170,94,3,4070356125,101356886
170,84,10,4070356125,101356886
170,96,1,4070356125,101356886
76,78,9,4070356125,101356886
76,86,1,4070356125,101356886
76,84,1,4070356125,101356886
76,94,1,4070356125,101356886
76,76,22,4070356125,101356886
76,88,1,4070356125,101356886
76,110,1,4070356125,101356886
76,102,1,4070356125,101356886
76,100,1,4070356125,101356886
76,92,1,4070356125,101356886
76,106,1,4070356125,101356886
76,80,1,4070356125,101356886
76,104,1,4070356125,101356886
76,96,1,4070356125,101356886
138,78,2,4070356125,101356886
138,94,1,4070356125,101356886
138,84,1,4070356125,101356886
138,96,1,4070356125,101356886
106,78,2,4070356125,101356886
102,78,3,4070356125,101356886
172,78,1,4070356125,101356886
172,94,2,4070356125,101356886
172,98,2,4070356125,101356886
172,88,3,4070356125,101356886
172,82,10,4070356125,101356886
172,90,1,4070356125,101356886
172,100,2,4070356125,101356886
172,92,2,4070356125,101356886
172,86,3,4070356125,101356886
172,80,6,4070356125,101356886
172,84,3,4070356125,101356886
172,96,2,4070356125,101356886
182,90,1,4070356125,101356886
180,90,3,4070356125,101356886
180,88,3,4070356125,101356886
180,86,2,4070356125,101356886
180,84,1,4070356125,101356886
104,78,3,4070356125,101356886
128,76,2,4070356125,101356886
128,80,1,4070356125,101356886
96,144,1,4070356125,101356886
96,78,3,4070356125,101356886
146,98,1,4070356125,101356886
146,108,1,4070356125,101356886
146,90,1,4070356125,101356886
146,100,2,4070356125,101356886
146,96,2,4070356125,101356886
146,94,1,4070356125,101356886
146,78,2,4070356125,101356886
144,86,1,4070356125,101356886
144,88,7,4070356125,101356886
144,102,2,4070356125,101356886
144,90,1,4070356125,101356886
144,100,1,4070356125,101356886
144,92,1,4070356125,101356886
144,106,1,4070356125,101356886
144,94,1,4070356125,101356886
144,104,1,4070356125,101356886
144,78,1,4070356125,101356886
142,92,2,4070356125,101356886
142,86,1,4070356125,101356886
142,78,2,4070356125,101356886
140,92,1,4070356125,101356886
140,86,1,4070356125,101356886
140,94,1,4070356125,101356886
140,78,2,4070356125,101356886
100,78,3,4070356125,101356886
148,88,2,4070356125,101356886
148,98,2,4070356125,101356886
148,108,1,4070356125,101356886
148,80,1,4070356125,101356886
148,96,2,4070356125,101356886
148,86,2,4070356125,101356886
148,78,1,4070356125,101356886
178,90,2,4070356125,101356886
178,88,2,4070356125,101356886
178,92,1,4070356125,101356886
178,86,2,4070356125,101356886
178,84,2,4070356125,101356886
98,146,1,4070356125,101356886
98,144,1,4070356125,101356886
98,78,3,4070356125,101356886
108,80,1,4070356125,101356886
108,78,1,4070356125,101356886
74,76,7,4070356125,101356886
74,78,2,4070356125,101356886
124,80,1,4070356125,101356886
124,78,1,4070356125,101356886
72,78,2,4070356125,101356886
126,76,2,4070356125,101356886
126,80,1,4070356125,101356886
164,98,1,4070356125,101356886
164,88,1,4070356125,101356886
164,74,1,4070356125,101356886
164,82,3,4070356125,101356886
164,78,3,4070356125,101356886
164,96,1,4070356125,101356886
90,144,1,4070356125,101356886
90,138,1,4070356125,101356886
90,142,1,4070356125,101356886
90,78,2,4070356125,101356886
166,98,3,4070356125,101356886
166,88,1,4070356125,101356886
166,74,3,4070356125,101356886
166,82,7,4070356125,101356886
166,78,5,4070356125,101356886
166,96,1,4070356125,101356886
92,138,3,4070356125,101356886
92,140,6,4070356125,101356886
92,78,3,4070356125,101356886
160,132,1,4070356125,101356886
160,98,1,4070356125,101356886
160,114,1,4070356125,101356886
160,88,1,4070356125,101356886
160,130,1,4070356125,101356886
160,82,6,4070356125,101356886
160,80,1,4070356125,101356886
160,78,1,4070356125,101356886
160,86,6,4070356125,101356886
160,94,1,4070356125,101356886
160,84,2,4070356125,101356886
160,96,1,4070356125,101356886
94,140,3,4070356125,101356886
94,78,2,4070356125,101356886
162,76,3,4070356125,101356886
162,98,1,4070356125,101356886
162,88,1,4070356125,101356886
162,74,2,4070356125,101356886
162,134,3,4070356125,101356886
162,82,4,4070356125,101356886
162,80,1,4070356125,101356886
162,86,2,4070356125,101356886
162,84,1,4070356125,101356886
162,78,1,4070356125,101356886
78,120,1,4070356125,101356886
78,116,1,4070356125,101356886
78,124,1,4070356125,101356886
78,112,1,4070356125,101356886
78,118,1,4070356125,101356886
78,78,3,4070356125,101356886
120,76,1,4070356125,101356886
120,80,1,4070356125,101356886
114,78,2,4070356125,101356886
122,76,1,4070356125,101356886
122,80,1,4070356125,101356886
122,78,1,4070356125,101356886
130,80,1,4070356125,101356886
130,78,2,4070356125,101356886
168,76,1,4070356125,101356886
168,98,3,4070356125,101356886
168,88,11,4070356125,101356886
168,82,7,4070356125,101356886
168,80,1,4070356125,101356886
168,78,2,4070356125,101356886
168,86,14,4070356125,101356886
168,94,8,4070356125,101356886
168,84,15,4070356125,101356886
168,96,9,4070356125,101356886
136,82,1,4070356125,101356886
136,78,1,4070356125,101356886
136,94,1,4070356125,101356886
136,96,1,4070356125,101356886
150,82,1,4070356125,72312627
150,98,3,4070356125,72312627
150,80,3,4070356125,72312627
150,96,1,4070356125,72312627
152,98,2,4070356125,72312627
152,80,4,4070356125,72312627
152,94,1,4070356125,72312627
154,98,3,4070356125,72312627
154,88,2,4070356125,72312627
154,82,2,4070356125,72312627
154,90,1,4070356125,72312627
154,80,1,4070356125,72312627
154,92,1,4070356125,72312627
154,86,5,4070356125,72312627
154,84,1,4070356125,72312627
154,78,1,4070356125,72312627
156,98,2,4070356125,72312627
156,88,1,4070356125,72312627
156,82,7,4070356125,72312627
156,90,1,4070356125,72312627
156,80,4,4070356125,72312627
156,86,1,4070356125,72312627
156,100,2,4070356125,72312627
158,82,1,4070356125,72312627
158,80,2,4070356125,72312627
158,92,1,4070356125,72312627
158,86,2,4070356125,72312627
158,100,3,4070356125,72312627
178,98,3,4070356125,72312627
178,88,1,4070356125,72312627
178,110,5,4070356125,72312627
178,102,5,4070356125,72312627
178,90,7,4070356125,72312627
178,100,3,4070356125,72312627
178,92,6,4070356125,72312627
178,106,2,4070356125,72312627
178,94,4,4070356125,72312627
178,104,2,4070356125,72312627
178,96,1,4070356125,72312627
132,78,1,4070356125,72312627
116,78,1,4070356125,72312627
110,78,1,4070356125,72312627
112,78,1,4070356125,72312627
82,78,1,4070356125,72312627
176,86,7,4070356125,72312627
176,84,6,4070356125,72312627
176,88,9,4070356125,72312627
176,98,6,4070356125,72312627
176,108,1,4070356125,72312627
176,110,3,4070356125,72312627
176,102,3,4070356125,72312627
176,90,11,4070356125,72312627
176,100,1,4070356125,72312627
176,92,7,4070356125,72312627
176,106,3,4070356125,72312627
176,94,7,4070356125,72312627
176,104,3,4070356125,72312627
176,96,6,4070356125,72312627
80,78,1,4070356125,72312627
174,98,2,4070356125,72312627
174,88,19,4070356125,72312627
174,84,22,4070356125,72312627
174,82,1,4070356125,72312627
174,90,11,4070356125,72312627
174,100,1,4070356125,72312627
174,92,12,4070356125,72312627
174,86,16,4070356125,72312627
174,94,4,4070356125,72312627
174,104,1,4070356125,72312627
174,96,6,4070356125,72312627
86,78,1,4070356125,72312627
172,88,18,4070356125,72312627
172,82,25,4070356125,72312627
172,90,7,4070356125,72312627
172,80,27,4070356125,72312627
172,92,6,4070356125,72312627
172,86,24,4070356125,72312627
172,94,5,4070356125,72312627
172,84,39,4070356125,72312627
172,96,4,4070356125,72312627
84,78,1,4070356125,72312627
170,98,5,4070356125,72312627
170,88,3,4070356125,72312627
170,82,40,4070356125,72312627
170,90,8,4070356125,72312627
170,80,22,4070356125,72312627
170,92,6,4070356125,72312627
170,86,2,4070356125,72312627
170,94,3,4070356125,72312627
170,84,15,4070356125,72312627
170,96,4,4070356125,72312627
76,78,1,4070356125,72312627
138,78,1,4070356125,72312627
106,78,1,4070356125,72312627
102,78,1,4070356125,72312627
182,90,1,4070356125,72312627
182,92,2,4070356125,72312627
180,98,1,4070356125,72312627
180,88,1,4070356125,72312627
180,90,1,4070356125,72312627
180,92,3,4070356125,72312627
180,94,1,4070356125,72312627
180,96,2,4070356125,72312627
128,76,1,4070356125,72312627
96,78,1,4070356125,72312627
146,80,3,4070356125,72312627
146,92,1,4070356125,72312627
146,94,1,4070356125,72312627
144,90,1,4070356125,72312627
144,80,2,4070356125,72312627
