combi,hero1_id,hero2_id,hero1_name,hero2_name,matches_won_perc,num_matches_picked,num_matches_won,ancient_kills,buyback_count,camps_stacked,courier_kills,creeps_stacked,deaths,denies,hero_damage,hero_healing,hero_kills,kills,lane_kills,necronomicon_kills,neutral_kills,observer_kills,observer_uses,roshan_kills,rune_pickups,sentry_kills,sentry_uses,total_gold,total_xp,tower_damage,tower_kills
"(102, 68)",102,68,Abaddon,Ancient Apparition,0.5,2,1.0,2.5,0.5,1.5,0.0,2.0,8.0,4.5,14734.5,2669.5,5.5,6.0,129.5,0.0,14.0,1.0,7.0,0.0,10.0,0.0,6.0,18859.5,27411.0,1364.5,2.0
"(102, 99)",102,99,Abaddon,Bristleback,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,25708.0,0.0,2.0,2.0,261.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,19003.0,20997.0,1213.0,1.0
"(102, 119)",102,119,Abaddon,Dark Willow,0.0,1,0.0,7.0,1.0,3.0,0.0,7.0,7.0,10.0,26050.0,350.0,8.0,8.0,189.0,3.0,83.0,1.0,1.0,0.0,33.0,0.0,3.0,27150.0,33022.0,521.0,1.0
"(102, 43)",102,43,Abaddon,Death Prophet,0.0,1,0.0,15.0,1.0,1.0,0.0,2.0,8.0,19.0,28270.0,350.0,8.0,8.0,321.0,2.0,145.0,2.0,0.0,0.0,21.0,0.0,0.0,32642.0,40115.0,1240.0,1.0
"(102, 87)",102,87,Abaddon,Disruptor,0.3333333333333333,3,1.0,1.0,0.6666666666666666,3.0,0.0,12.333333333333334,9.333333333333334,8.0,14625.666666666666,350.0,3.0,3.3333333333333335,115.33333333333333,0.0,23.0,1.6666666666666667,8.333333333333334,0.0,13.333333333333334,1.0,1.6666666666666667,16888.0,19823.333333333332,2024.3333333333333,1.3333333333333333
"(102, 49)",102,49,Abaddon,Dragon Knight,1.0,1,1.0,29.0,0.0,6.0,0.0,24.0,4.0,14.0,21918.0,2474.0,9.0,9.0,289.0,2.0,104.0,0.0,1.0,1.0,10.0,0.0,0.0,35070.0,40891.0,7699.0,3.0
"(102, 103)",102,103,Abaddon,Elder Titan,0.0,1,0.0,0.0,0.0,6.0,0.0,22.0,13.0,13.0,34346.0,1230.0,7.0,7.0,191.0,0.0,15.0,0.0,1.0,0.0,10.0,0.0,0.0,22047.0,30843.0,714.0,1.0
"(102, 106)",102,106,Abaddon,Ember Spirit,1.0,1,1.0,0.0,0.0,1.0,0.0,3.0,4.0,16.0,24797.0,1800.0,20.0,20.0,161.0,0.0,18.0,2.0,1.0,0.0,5.0,0.0,6.0,22880.0,27010.0,4132.0,5.0
"(102, 41)",102,41,Abaddon,Faceless Void,0.5,2,1.0,18.0,0.0,0.5,0.0,0.5,4.5,18.0,14174.5,1473.5,4.0,4.5,235.0,0.0,74.0,0.5,0.5,0.0,10.0,0.0,0.0,24383.5,33847.5,2233.0,2.0
"(102, 72)",102,72,Abaddon,Gyrocopter,0.6666666666666666,3,2.0,14.0,0.6666666666666666,1.3333333333333333,0.0,4.0,8.0,22.0,35851.666666666664,1868.0,11.333333333333334,11.333333333333334,286.3333333333333,2.0,117.66666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,13.333333333333334,0.3333333333333333,0.0,32925.666666666664,38747.666666666664,4141.0,2.3333333333333335
"(102, 91)",102,91,Abaddon,Io,0.0,1,0.0,0.0,1.0,3.0,0.0,6.0,21.0,5.0,20638.0,16536.0,4.0,4.0,178.0,0.0,72.0,0.0,3.0,0.0,5.0,0.0,0.0,25395.0,29855.0,3346.0,1.0
"(102, 8)",102,8,Abaddon,Juggernaut,0.5,2,1.0,50.5,1.5,0.0,0.0,0.0,7.5,35.5,50647.5,7979.0,8.0,8.0,511.5,0.0,220.0,1.0,1.0,1.5,27.0,0.5,0.0,51311.5,54715.0,8644.5,4.0
"(102, 23)",102,23,Abaddon,Kunkka,1.0,1,1.0,8.0,1.0,0.0,0.0,0.0,7.0,7.0,38392.0,1600.0,17.0,17.0,296.0,0.0,50.0,1.0,2.0,0.0,9.0,0.0,0.0,35477.0,46442.0,4270.0,4.0
"(102, 52)",102,52,Abaddon,Leshrac,0.0,1,0.0,7.0,0.0,3.0,0.0,11.0,16.0,9.0,38933.0,4608.0,10.0,10.0,397.0,0.0,117.0,0.0,2.0,2.0,6.0,0.0,0.0,40223.0,46974.0,5050.0,2.0
"(102, 54)",102,54,Abaddon,Lifestealer,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,18015.0,1090.0,5.0,5.0,326.0,0.0,62.0,0.0,1.0,0.0,14.0,1.0,0.0,28218.0,32257.0,6198.0,1.0
"(102, 26)",102,26,Abaddon,Lion,0.5,2,1.0,3.0,1.0,2.5,0.0,12.0,12.0,7.0,14108.5,2517.0,2.5,2.5,166.5,0.5,43.0,2.0,8.5,0.5,13.5,1.5,5.0,22096.5,25881.0,1478.5,1.5
"(102, 48)",102,48,Abaddon,Luna,1.0,1,1.0,51.0,1.0,3.0,0.0,12.0,3.0,35.0,47533.0,4278.0,13.0,13.0,428.0,0.0,276.0,0.0,0.0,1.0,31.0,0.0,0.0,53724.0,53243.0,21797.0,10.0
"(102, 97)",102,97,Abaddon,Magnus,1.0,1,1.0,0.0,0.0,2.0,0.0,5.0,7.0,9.0,11316.0,2126.0,5.0,5.0,130.0,0.0,54.0,2.0,1.0,0.0,7.0,0.0,6.0,18174.0,24357.0,1684.0,0.0
"(102, 89)",102,89,Abaddon,Naga Siren,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,13.0,4.0,11087.0,2160.0,0.0,0.0,160.0,0.0,11.0,0.0,1.0,0.0,14.0,0.0,3.0,15842.0,17051.0,413.0,0.0
"(102, 53)",102,53,Abaddon,Nature's Prophet,1.0,2,2.0,8.0,1.0,1.0,0.5,2.0,9.5,10.5,33470.5,5185.0,7.0,7.0,369.0,1.0,160.0,2.0,8.0,1.0,24.5,0.0,2.0,45598.0,51198.0,5992.5,3.0
"(102, 76)",102,76,Abaddon,Outworld Devourer,0.0,1,0.0,4.0,1.0,0.0,0.0,0.0,9.0,15.0,21192.0,2160.0,2.0,2.0,272.0,0.0,42.0,3.0,0.0,0.0,9.0,3.0,3.0,21750.0,21515.0,401.0,0.0
"(102, 120)",102,120,Abaddon,Pangolier,1.0,1,1.0,14.0,0.0,1.0,0.0,3.0,6.0,13.0,28547.0,4278.0,7.0,7.0,204.0,0.0,117.0,0.0,1.0,0.0,32.0,0.0,0.0,34868.0,44362.0,3390.0,3.0
"(102, 13)",102,13,Abaddon,Puck,1.0,1,1.0,10.0,1.0,1.0,0.0,3.0,4.0,22.0,26513.0,4278.0,10.0,10.0,436.0,0.0,105.0,1.0,0.0,0.0,27.0,0.0,0.0,44055.0,52280.0,3728.0,3.0
"(102, 86)",102,86,Abaddon,Rubick,1.0,1,1.0,7.0,2.0,5.0,0.0,18.0,12.0,14.0,48681.0,5780.0,10.0,10.0,401.0,0.0,131.0,1.0,3.0,1.0,62.0,2.0,0.0,55217.0,65021.0,3497.0,3.0
"(102, 16)",102,16,Abaddon,Sand King,0.0,1,0.0,0.0,3.0,5.0,0.0,16.0,19.0,5.0,22438.0,1032.0,5.0,5.0,255.0,0.0,45.0,1.0,2.0,0.0,7.0,0.0,1.0,29125.0,34476.0,4232.0,3.0
"(102, 11)",102,11,Abaddon,Shadow Fiend,0.0,3,0.0,22.333333333333332,2.0,1.0,0.0,2.6666666666666665,13.666666666666666,26.0,40175.333333333336,4188.666666666667,7.333333333333333,5.666666666666667,407.0,0.0,156.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,15.0,1.0,0.0,39585.666666666664,42070.666666666664,3504.3333333333335,3.3333333333333335
"(102, 101)",102,101,Abaddon,Skywrath Mage,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,21822.0,2133.0,12.0,12.0,133.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,19349.0,21592.0,5088.0,4.0
"(102, 93)",102,93,Abaddon,Slark,0.0,2,0.0,8.0,0.5,2.0,0.5,6.5,11.0,23.0,26627.5,2824.0,7.0,7.0,337.5,0.0,133.5,0.5,1.0,0.0,11.0,2.0,0.5,35553.0,42221.5,5071.0,3.0
"(102, 100)",102,100,Abaddon,Tusk,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,23298.0,2666.0,4.0,4.0,215.0,0.0,22.0,2.0,3.0,0.0,22.0,1.0,2.0,26263.0,30451.0,1016.0,1.0
"(102, 40)",102,40,Abaddon,Venomancer,0.0,1,0.0,3.0,1.0,1.0,0.0,1.0,12.0,21.0,32061.0,2160.0,1.0,1.0,290.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,21347.0,20139.0,1197.0,0.0
"(102, 47)",102,47,Abaddon,Viper,0.0,1,0.0,3.0,0.0,0.0,0.0,0.0,13.0,35.0,45163.0,1230.0,9.0,9.0,372.0,0.0,40.0,1.0,0.0,0.0,11.0,0.0,0.0,30806.0,40159.0,695.0,0.0
"(102, 21)",102,21,Abaddon,Windranger,1.0,1,1.0,0.0,1.0,2.0,0.0,5.0,9.0,8.0,14427.0,2308.0,7.0,7.0,47.0,0.0,5.0,4.0,4.0,1.0,1.0,0.0,8.0,14218.0,18149.0,1893.0,1.0
"(102, 22)",102,22,Abaddon,Zeus,1.0,1,1.0,0.0,1.0,1.0,0.0,3.0,10.0,13.0,24512.0,1800.0,6.0,6.0,147.0,0.0,7.0,3.0,1.0,0.0,7.0,1.0,6.0,17923.0,25533.0,936.0,0.0
"(73, 113)",73,113,Alchemist,Arc Warden,0.0,1,0.0,3.0,0.0,1.0,0.0,3.0,11.0,13.0,21009.0,0.0,3.0,3.0,247.0,0.0,95.0,2.0,1.0,0.0,3.0,0.0,0.0,30856.0,24192.0,795.0,0.0
"(73, 3)",73,3,Alchemist,Bane,1.0,1,1.0,0.0,0.0,3.0,0.0,6.0,6.0,33.0,39671.0,189.0,9.0,7.0,351.0,0.0,150.0,2.0,2.0,0.0,9.0,0.0,0.0,54612.0,45604.0,5746.0,4.0
"(73, 65)",73,65,Alchemist,Batrider,0.0,1,0.0,2.0,3.0,2.0,0.0,4.0,18.0,18.0,55188.0,0.0,14.0,14.0,359.0,0.0,80.0,0.0,0.0,0.0,5.0,0.0,0.0,51020.0,49994.0,111.0,1.0
"(73, 38)",73,38,Alchemist,Beastmaster,0.0,1,0.0,0.0,2.0,1.0,0.0,3.0,15.0,6.0,21972.0,100.0,6.0,6.0,244.0,0.0,68.0,0.0,0.0,0.0,7.0,0.0,0.0,28740.0,25076.0,1465.0,1.0
"(73, 4)",73,4,Alchemist,Bloodseeker,0.0,1,0.0,6.0,0.0,4.0,0.0,9.0,13.0,18.0,32484.0,0.0,7.0,7.0,335.0,0.0,188.0,3.0,0.0,0.0,5.0,4.0,0.0,42558.0,33194.0,409.0,0.0
"(73, 78)",73,78,Alchemist,Brewmaster,1.0,1,1.0,15.0,0.0,6.0,0.0,14.0,6.0,5.0,39792.0,116.0,15.0,15.0,257.0,0.0,208.0,0.0,1.0,0.0,12.0,2.0,0.0,47861.0,45003.0,6758.0,2.0
"(73, 99)",73,99,Alchemist,Bristleback,1.0,1,1.0,13.0,1.0,5.0,0.0,11.0,12.0,10.0,44822.0,661.0,13.0,13.0,312.0,0.0,336.0,0.0,1.0,0.0,14.0,1.0,0.0,57293.0,50131.0,8260.0,2.0
"(73, 56)",73,56,Alchemist,Clinkz,1.0,2,2.0,31.0,0.5,7.0,0.0,19.5,6.5,16.5,73585.5,0.0,30.5,27.0,343.0,0.0,299.0,0.5,0.0,1.0,13.0,3.5,0.0,69127.0,56378.5,15615.0,7.5
"(73, 5)",73,5,Alchemist,Crystal Maiden,0.6666666666666666,3,2.0,5.0,1.6666666666666667,4.666666666666667,0.0,9.666666666666666,13.666666666666666,6.0,46544.0,195.0,12.0,11.666666666666666,219.66666666666666,0.0,279.0,4.666666666666667,4.666666666666667,0.0,11.666666666666666,5.666666666666667,9.0,53727.333333333336,42655.333333333336,1648.0,0.3333333333333333
"(73, 119)",73,119,Alchemist,Dark Willow,0.5,4,2.0,2.25,1.5,5.0,0.0,13.5,8.25,9.0,29359.25,982.75,8.75,8.75,234.5,0.0,125.0,1.75,3.25,0.0,7.25,0.5,1.75,39562.75,34403.5,1784.25,1.25
"(73, 49)",73,49,Alchemist,Dragon Knight,1.0,1,1.0,6.0,0.0,1.0,0.0,4.0,6.0,5.0,25292.0,0.0,13.0,13.0,230.0,0.0,163.0,3.0,1.0,0.0,10.0,2.0,1.0,40855.0,35534.0,7062.0,2.0
"(73, 6)",73,6,Alchemist,Drow Ranger,0.0,1,0.0,11.0,3.0,2.0,0.0,4.0,18.0,15.0,53513.0,0.0,12.0,12.0,377.0,0.0,145.0,1.0,0.0,1.0,4.0,2.0,1.0,52944.0,46572.0,881.0,2.0
"(73, 107)",73,107,Alchemist,Earth Spirit,1.0,1,1.0,3.0,1.0,3.0,0.0,6.0,10.0,5.0,35843.0,2133.0,12.0,12.0,180.0,0.0,296.0,2.0,3.0,0.0,16.0,1.0,0.0,51115.0,44347.0,2722.0,2.0
"(73, 7)",73,7,Alchemist,Earthshaker,0.0,1,0.0,0.0,4.0,9.0,0.0,24.0,13.0,5.0,70393.0,0.0,15.0,15.0,439.0,0.0,185.0,4.0,5.0,0.0,9.0,1.0,4.0,71574.0,59501.0,4041.0,1.0
"(73, 103)",73,103,Alchemist,Elder Titan,0.3333333333333333,3,1.0,7.0,1.0,7.0,0.0,24.666666666666668,10.666666666666666,9.333333333333334,43671.333333333336,221.66666666666666,11.333333333333334,11.333333333333334,278.6666666666667,0.0,126.66666666666667,0.6666666666666666,7.0,0.0,11.0,1.3333333333333333,2.3333333333333335,49770.666666666664,42700.0,4544.0,3.6666666666666665
"(73, 72)",73,72,Alchemist,Gyrocopter,0.0,2,0.0,6.0,1.5,4.0,0.0,11.5,15.5,19.0,38118.5,0.0,8.0,8.0,348.0,0.0,161.0,3.0,0.5,0.0,4.0,2.0,0.5,42457.5,36497.0,1573.5,0.5
"(73, 91)",73,91,Alchemist,Io,0.0,2,0.0,0.0,2.5,4.5,0.0,12.0,17.0,16.0,26446.5,10775.5,3.0,3.0,190.0,0.0,136.0,2.0,1.0,0.0,6.5,1.5,0.5,32294.5,33012.5,465.5,0.0
"(73, 64)",73,64,Alchemist,Jakiro,0.0,1,0.0,2.0,4.0,2.0,0.0,4.0,26.0,3.0,56067.0,0.0,10.0,10.0,291.0,0.0,77.0,5.0,4.0,0.0,4.0,3.0,10.0,47556.0,42723.0,191.0,1.0
"(73, 23)",73,23,Alchemist,Kunkka,0.0,1,0.0,6.0,1.0,4.0,0.0,10.0,12.0,5.0,22568.0,0.0,3.0,3.0,198.0,0.0,140.0,0.0,1.0,0.0,5.0,1.0,10.0,31814.0,25699.0,94.0,0.0
"(73, 31)",73,31,Alchemist,Lich,1.0,1,1.0,0.0,1.0,8.0,0.0,19.0,10.0,9.0,55713.0,0.0,15.0,15.0,246.0,0.0,255.0,1.0,7.0,1.0,16.0,4.0,3.0,55739.0,45236.0,3998.0,2.0
"(73, 26)",73,26,Alchemist,Lion,0.0,2,0.0,0.0,1.5,2.0,0.0,5.0,11.5,7.0,18657.0,0.0,5.5,5.5,170.5,0.0,75.5,2.0,6.5,0.0,4.5,1.5,0.5,26335.5,20457.0,423.5,0.5
"(73, 97)",73,97,Alchemist,Magnus,1.0,1,1.0,20.0,0.0,7.0,0.0,24.0,3.0,25.0,48414.0,0.0,17.0,18.0,339.0,0.0,138.0,0.0,0.0,0.0,9.0,1.0,0.0,51896.0,46585.0,4463.0,4.0
"(73, 9)",73,9,Alchemist,Mirana,0.3333333333333333,3,1.0,12.333333333333334,1.3333333333333333,6.666666666666667,0.0,15.333333333333334,9.0,15.333333333333334,60778.666666666664,0.0,14.0,14.0,441.0,0.0,232.66666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,9.333333333333334,1.3333333333333333,0.0,62390.333333333336,49974.0,6226.666666666667,3.3333333333333335
"(73, 36)",73,36,Alchemist,Necrophos,0.5,2,1.0,4.5,2.0,5.5,0.0,13.0,11.0,10.5,63248.0,4283.5,17.0,17.0,477.0,0.0,214.0,3.0,0.5,0.5,6.0,1.5,0.5,68818.0,57042.5,4629.0,4.0
"(73, 88)",73,88,Alchemist,Nyx Assassin,1.0,1,1.0,0.0,1.0,7.0,0.0,19.0,8.0,6.0,41407.0,0.0,14.0,14.0,253.0,0.0,163.0,0.0,5.0,0.0,18.0,0.0,1.0,53698.0,42796.0,9640.0,3.0
"(73, 120)",73,120,Alchemist,Pangolier,0.5,2,1.0,18.0,2.0,6.0,0.0,19.0,15.0,17.5,52300.5,842.5,16.0,16.0,496.5,0.0,209.0,4.5,1.5,0.5,13.5,2.0,0.0,66416.5,58245.0,2662.5,1.0
"(73, 110)",73,110,Alchemist,Phoenix,1.0,4,4.0,7.25,1.0,6.25,0.0,16.5,9.25,7.0,52839.5,5112.0,15.5,15.25,265.5,0.0,250.0,2.0,5.0,0.0,12.5,1.5,4.25,59092.0,50643.75,5911.5,2.0
"(73, 14)",73,14,Alchemist,Pudge,0.0,1,0.0,0.0,0.0,3.0,0.0,8.0,18.0,6.0,25564.0,0.0,7.0,7.0,183.0,0.0,113.0,1.0,2.0,0.0,3.0,0.0,3.0,29210.0,24940.0,108.0,1.0
"(73, 45)",73,45,Alchemist,Pugna,1.0,1,1.0,8.0,3.0,6.0,0.0,14.0,6.0,9.0,60239.0,6134.0,18.0,18.0,503.0,0.0,190.0,4.0,4.0,0.0,11.0,3.0,2.0,76252.0,60383.0,14872.0,7.0
"(73, 17)",73,17,Alchemist,Storm Spirit,0.0,1,0.0,3.0,3.0,4.0,0.0,9.0,18.0,4.0,55895.0,0.0,11.0,11.0,484.0,0.0,206.0,1.0,0.0,0.0,7.0,0.0,1.0,61340.0,56796.0,539.0,3.0
"(73, 19)",73,19,Alchemist,Tiny,0.0,2,0.0,17.0,3.5,6.5,0.0,19.0,13.0,17.5,74420.5,0.0,19.0,19.0,554.0,0.0,300.0,1.5,0.5,0.0,14.5,1.5,1.5,83684.0,68296.0,10053.5,6.0
"(73, 108)",73,108,Alchemist,Underlord,0.0,1,0.0,0.0,0.0,3.0,0.0,6.0,13.0,4.0,4628.0,0.0,0.0,0.0,88.0,0.0,47.0,1.0,0.0,0.0,2.0,0.0,2.0,10580.0,9086.0,0.0,0.0
"(73, 85)",73,85,Alchemist,Undying,0.5,2,1.0,0.0,1.5,5.0,0.0,12.0,10.0,12.5,34422.0,1755.0,9.5,9.0,238.5,0.0,155.5,2.5,13.5,0.0,9.5,3.5,6.5,47123.0,40877.5,3128.0,1.5
"(73, 70)",73,70,Alchemist,Ursa,0.5,6,3.0,16.833333333333332,1.1666666666666667,5.0,0.0,12.666666666666666,10.5,14.166666666666666,50038.333333333336,0.0,16.833333333333332,16.166666666666668,350.0,0.0,240.83333333333334,0.6666666666666666,0.5,1.3333333333333333,11.0,0.5,0.0,57065.5,47065.0,4666.833333333333,2.3333333333333335
"(73, 20)",73,20,Alchemist,Vengeful Spirit,0.6666666666666666,6,4.0,3.8333333333333335,1.6666666666666667,7.166666666666667,0.0,19.666666666666668,14.0,7.833333333333333,42643.5,949.6666666666666,9.0,9.0,225.16666666666666,0.0,173.0,3.6666666666666665,5.5,0.16666666666666666,8.833333333333334,4.666666666666667,6.833333333333333,46341.0,39914.666666666664,4381.333333333333,1.8333333333333333
"(73, 40)",73,40,Alchemist,Venomancer,0.5,2,1.0,7.0,1.5,8.0,0.0,18.5,13.5,14.0,74053.0,0.0,13.0,13.0,369.0,0.0,218.5,1.5,0.5,0.5,7.5,3.0,0.0,58912.0,50734.0,3896.0,2.0
"(73, 37)",73,37,Alchemist,Warlock,1.0,1,1.0,22.0,0.0,8.0,0.0,26.0,6.0,10.0,47717.0,8262.0,15.0,15.0,243.0,0.0,130.0,2.0,7.0,0.0,10.0,3.0,4.0,47789.0,42762.0,4200.0,4.0
"(73, 63)",73,63,Alchemist,Weaver,0.5,4,2.0,6.0,0.25,4.0,0.0,10.5,10.0,14.0,31917.75,171.25,8.0,8.0,265.25,0.0,193.25,0.5,0.75,0.5,12.25,1.25,0.5,41309.0,33173.5,5276.0,2.25
"(73, 21)",73,21,Alchemist,Windranger,0.5,2,1.0,1.5,0.5,3.5,0.0,7.5,8.5,17.0,36575.0,282.0,9.0,7.0,317.5,0.0,135.0,2.5,2.5,0.0,5.0,0.0,0.5,44556.5,33674.0,5464.0,2.0
"(73, 112)",73,112,Alchemist,Winter Wyvern,0.0,1,0.0,3.0,2.0,6.0,0.0,16.0,12.0,11.0,28455.0,1240.0,2.0,2.0,272.0,0.0,174.0,2.0,3.0,0.0,8.0,2.0,2.0,39626.0,26798.0,265.0,1.0
"(73, 42)",73,42,Alchemist,Wraith King,0.6666666666666666,3,2.0,6.666666666666667,2.0,5.0,0.0,12.333333333333334,9.0,14.666666666666666,44698.0,3610.6666666666665,11.333333333333334,11.333333333333334,403.3333333333333,0.0,172.66666666666666,2.6666666666666665,0.6666666666666666,0.0,10.0,2.3333333333333335,0.3333333333333333,58116.333333333336,48582.333333333336,5849.333333333333,3.6666666666666665
"(68, 102)",68,102,Ancient Apparition,Abaddon,0.3333333333333333,3,1.0,5.333333333333333,1.6666666666666667,1.3333333333333333,0.0,4.666666666666667,16.0,12.333333333333334,29839.666666666668,2239.3333333333335,6.333333333333333,6.333333333333333,250.33333333333334,0.0,41.333333333333336,5.333333333333333,7.666666666666667,0.0,14.666666666666666,1.3333333333333333,7.666666666666667,31484.666666666668,39397.333333333336,2875.6666666666665,1.0
"(68, 2)",68,2,Ancient Apparition,Axe,1.0,1,1.0,20.0,4.0,6.0,1.0,21.0,24.0,6.0,25913.0,0.0,5.0,5.0,126.0,0.0,50.0,7.0,5.0,0.0,8.0,2.0,12.0,36717.0,49118.0,154.0,0.0
"(68, 65)",68,65,Ancient Apparition,Batrider,0.0,3,0.0,2.0,2.0,2.0,0.0,4.333333333333333,15.0,8.0,20450.666666666668,200.33333333333334,6.666666666666667,6.666666666666667,138.66666666666666,0.0,49.333333333333336,3.6666666666666665,8.333333333333334,0.0,19.666666666666668,1.3333333333333333,9.333333333333334,26093.333333333332,32004.333333333332,218.0,0.0
"(68, 38)",68,38,Ancient Apparition,Beastmaster,0.0,3,0.0,3.6666666666666665,1.6666666666666667,2.6666666666666665,0.0,6.333333333333333,15.0,12.333333333333334,19843.0,326.6666666666667,7.666666666666667,7.666666666666667,163.0,0.0,43.666666666666664,1.6666666666666667,6.333333333333333,0.0,10.333333333333334,2.3333333333333335,6.666666666666667,24024.333333333332,28491.333333333332,1030.3333333333333,0.3333333333333333
"(68, 4)",68,4,Ancient Apparition,Bloodseeker,0.0,1,0.0,3.0,1.0,0.0,0.0,0.0,15.0,32.0,17447.0,604.0,7.0,4.0,235.0,0.0,30.0,3.0,4.0,0.0,1.0,4.0,5.0,22769.0,24207.0,45.0,1.0
"(68, 61)",68,61,Ancient Apparition,Broodmother,1.0,1,1.0,30.0,0.0,0.0,0.0,0.0,3.0,8.0,18760.0,0.0,11.0,11.0,186.0,0.0,81.0,2.0,9.0,0.0,9.0,3.0,3.0,28469.0,32158.0,5295.0,2.0
"(68, 56)",68,56,Ancient Apparition,Clinkz,0.0,1,0.0,12.0,1.0,0.0,0.0,0.0,16.0,28.0,22954.0,400.0,5.0,3.0,180.0,0.0,91.0,3.0,2.0,0.0,3.0,2.0,3.0,22312.0,24488.0,586.0,1.0
"(68, 55)",68,55,Ancient Apparition,Dark Seer,0.0,1,0.0,3.0,5.0,3.0,0.0,8.0,17.0,6.0,39961.0,6128.0,7.0,7.0,318.0,4.0,46.0,6.0,7.0,0.0,11.0,4.0,23.0,50837.0,52839.0,453.0,0.0
"(68, 119)",68,119,Ancient Apparition,Dark Willow,0.0,2,0.0,0.5,1.0,1.0,0.0,2.5,17.0,15.0,16934.5,416.0,6.5,6.5,75.5,0.0,10.5,3.0,7.5,0.0,7.0,2.0,5.0,15129.5,17380.0,44.5,0.0
"(68, 43)",68,43,Ancient Apparition,Death Prophet,0.0,2,0.0,3.0,1.0,1.5,0.0,3.0,13.5,19.0,32876.5,0.0,9.5,9.5,280.5,0.0,84.0,5.5,8.0,0.5,12.5,2.5,10.0,34726.5,38968.0,2290.0,3.0
"(68, 69)",68,69,Ancient Apparition,Doom,0.0,2,0.0,0.0,1.5,2.0,0.0,5.0,16.5,7.0,26446.0,0.0,12.0,12.0,101.5,0.0,24.5,1.5,7.0,0.0,12.0,0.5,5.5,24093.0,25394.5,351.0,1.0
"(68, 49)",68,49,Ancient Apparition,Dragon Knight,0.4,10,4.0,12.7,1.5,2.6,0.0,8.2,11.2,14.5,26896.1,207.4,9.6,9.6,223.5,1.1,68.2,4.3,5.8,0.1,7.2,2.2,9.5,33024.6,35576.5,4143.8,1.4
"(68, 107)",68,107,Ancient Apparition,Earth Spirit,0.0,4,0.0,0.0,2.25,1.75,0.5,4.75,18.0,5.25,31338.75,978.0,9.25,9.25,128.5,0.0,13.75,3.25,9.75,0.25,12.75,1.75,6.75,29372.25,37322.25,81.0,0.0
"(68, 7)",68,7,Ancient Apparition,Earthshaker,0.3333333333333333,3,1.0,0.0,1.0,1.0,0.0,3.6666666666666665,10.666666666666666,3.0,16125.666666666666,680.0,6.0,6.0,60.666666666666664,0.3333333333333333,8.666666666666666,2.6666666666666665,8.666666666666666,0.3333333333333333,24.666666666666668,1.3333333333333333,4.666666666666667,19306.666666666668,24743.333333333332,271.0,0.0
"(68, 106)",68,106,Ancient Apparition,Ember Spirit,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,14.0,4.0,37363.0,0.0,12.0,12.0,153.0,0.0,16.0,5.0,5.0,0.0,8.0,3.0,1.0,23379.0,31624.0,0.0,0.0
"(68, 58)",68,58,Ancient Apparition,Enchantress,1.0,2,2.0,9.5,0.0,3.0,0.0,8.5,5.5,22.0,21049.0,2988.0,12.0,12.0,188.0,0.0,69.0,4.0,12.5,0.5,22.0,3.0,2.5,31287.0,34615.0,3272.5,1.5
"(68, 41)",68,41,Ancient Apparition,Faceless Void,0.4,5,2.0,14.8,1.0,3.6,0.0,11.0,10.6,23.0,19291.8,302.8,9.0,9.0,195.6,0.0,78.8,3.4,8.4,0.2,18.4,2.6,5.6,28142.8,31231.0,2526.6,1.0
"(68, 72)",68,72,Ancient Apparition,Gyrocopter,0.8,5,4.0,18.6,1.0,4.6,0.0,15.0,10.0,20.6,43234.4,154.2,15.0,15.2,244.2,1.2,99.0,3.2,8.2,0.6,12.6,2.2,4.8,38297.8,41273.6,7783.4,3.2
"(68, 91)",68,91,Ancient Apparition,Io,1.0,1,1.0,5.0,4.0,12.0,0.0,36.0,27.0,7.0,23841.0,15064.0,4.0,4.0,70.0,0.0,56.0,7.0,5.0,1.0,4.0,3.0,13.0,35800.0,55048.0,1981.0,0.0
"(68, 104)",68,104,Ancient Apparition,Legion Commander,1.0,1,1.0,8.0,0.0,1.0,0.0,2.0,6.0,13.0,23323.0,1399.0,15.0,15.0,175.0,0.0,42.0,7.0,9.0,0.0,18.0,2.0,4.0,28761.0,33351.0,3929.0,3.0
"(68, 52)",68,52,Ancient Apparition,Leshrac,0.0,3,0.0,3.6666666666666665,1.3333333333333333,5.333333333333333,0.0,14.666666666666666,16.666666666666668,15.333333333333334,21412.666666666668,152.0,8.0,8.333333333333334,168.66666666666666,0.0,73.0,1.0,5.0,0.0,8.666666666666666,1.6666666666666667,6.333333333333333,22615.333333333332,25915.333333333332,1068.0,1.0
