combi,hero1_id,hero2_id,hero1_name,hero2_name,matches_won_perc,num_matches_picked,num_matches_won,ancient_kills,buyback_count,camps_stacked,courier_kills,creeps_stacked,deaths,denies,hero_damage,hero_healing,hero_kills,kills,lane_kills,necronomicon_kills,neutral_kills,observer_kills,observer_uses,roshan_kills,rune_pickups,sentry_kills,sentry_uses,total_gold,total_xp,tower_damage,tower_kills
"(28, 77)",28,77,Slardar,Lycan,1.0,3,3.0,28.333333333333332,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,5.666666666666667,15.666666666666666,22980.0,85.0,7.666666666666667,7.666666666666667,176.0,0.0,113.66666666666667,1.3333333333333333,1.0,0.3333333333333333,10.666666666666666,4.333333333333333,0.6666666666666666,29525.333333333332,32201.666666666668,9248.666666666666,5.0
"(28, 9)",28,9,Slardar,Mirana,1.0,1,1.0,6.0,1.0,1.0,0.0,3.0,8.0,9.0,32956.0,508.0,18.0,18.0,108.0,0.0,88.0,1.0,3.0,0.0,15.0,1.0,0.0,29692.0,38246.0,1944.0,1.0
"(28, 10)",28,10,Slardar,Morphling,1.0,1,1.0,9.0,1.0,2.0,1.0,12.0,9.0,20.0,29738.0,870.0,15.0,15.0,141.0,0.0,60.0,2.0,8.0,0.0,31.0,0.0,3.0,28214.0,30807.0,6303.0,2.0
"(28, 53)",28,53,Slardar,Nature's Prophet,0.0,1,0.0,0.0,1.0,2.0,1.0,5.0,12.0,35.0,21278.0,0.0,7.0,7.0,262.0,0.0,54.0,0.0,1.0,0.0,4.0,0.0,0.0,22303.0,22276.0,2675.0,4.0
"(28, 60)",28,60,Slardar,Night Stalker,1.0,1,1.0,5.0,0.0,1.0,0.0,1.0,10.0,30.0,17598.0,3283.0,6.0,6.0,171.0,0.0,87.0,2.0,1.0,0.0,15.0,2.0,0.0,30986.0,42066.0,666.0,1.0
"(28, 57)",28,57,Slardar,Omniknight,1.0,1,1.0,0.0,0.0,2.0,0.0,5.0,7.0,19.0,14936.0,4207.0,3.0,3.0,146.0,0.0,10.0,0.0,6.0,0.0,16.0,0.0,3.0,23299.0,26548.0,1926.0,1.0
"(28, 76)",28,76,Slardar,Outworld Devourer,0.0,1,0.0,0.0,0.0,1.0,1.0,2.0,11.0,51.0,22369.0,0.0,8.0,8.0,270.0,0.0,51.0,0.0,0.0,0.0,7.0,1.0,0.0,23835.0,25871.0,447.0,1.0
"(28, 12)",28,12,Slardar,Phantom Lancer,0.6666666666666666,3,2.0,19.333333333333332,0.3333333333333333,1.3333333333333333,0.3333333333333333,4.333333333333333,8.333333333333334,19.0,30715.0,133.33333333333334,13.0,13.0,239.0,0.0,94.66666666666667,0.3333333333333333,2.0,0.6666666666666666,17.666666666666668,0.0,2.0,30932.0,33963.0,7500.0,3.6666666666666665
"(28, 45)",28,45,Slardar,Pugna,0.5,2,1.0,2.5,0.5,1.0,0.0,2.0,11.0,10.0,27125.5,0.0,6.5,6.5,166.0,0.0,28.5,1.0,5.0,0.0,22.5,0.5,1.5,22633.0,26398.5,3452.5,3.0
"(28, 39)",28,39,Slardar,Queen of Pain,0.0,1,0.0,46.0,4.0,1.0,1.0,3.0,15.0,59.0,57472.0,0.0,15.0,15.0,732.0,0.0,181.0,8.0,0.0,0.0,26.0,1.0,0.0,70235.0,71644.0,2745.0,2.0
"(28, 15)",28,15,Slardar,Razor,0.5,2,1.0,1.5,1.0,0.5,0.0,1.5,12.5,23.0,36084.0,0.0,17.0,17.0,233.5,0.0,68.0,1.0,2.5,0.5,12.0,1.5,0.5,30135.5,35027.0,756.0,1.5
"(28, 86)",28,86,Slardar,Rubick,1.0,2,2.0,0.0,1.0,2.5,0.0,7.0,9.0,17.0,15403.5,1711.0,4.5,4.5,79.5,0.0,8.0,2.0,6.0,0.0,13.0,0.5,4.0,17433.0,19287.5,486.5,0.0
"(28, 16)",28,16,Slardar,Sand King,0.0,1,0.0,8.0,2.0,3.0,1.0,11.0,10.0,7.0,25233.0,731.0,13.0,13.0,153.0,0.0,34.0,1.0,2.0,0.0,28.0,0.0,2.0,30374.0,35378.0,555.0,0.0
"(28, 11)",28,11,Slardar,Shadow Fiend,0.0,1,0.0,11.0,0.0,2.0,0.0,5.0,9.0,10.0,24160.0,655.0,8.0,9.0,253.0,0.0,107.0,3.0,2.0,0.0,5.0,2.0,0.0,29394.0,29591.0,1657.0,2.0
"(28, 93)",28,93,Slardar,Slark,0.0,1,0.0,3.0,0.0,3.0,1.0,7.0,14.0,10.0,17055.0,0.0,5.0,5.0,203.0,0.0,153.0,3.0,0.0,0.0,8.0,1.0,3.0,23801.0,28279.0,1180.0,1.0
"(28, 109)",28,109,Slardar,Terrorblade,1.0,1,1.0,6.0,0.0,0.0,0.0,0.0,8.0,8.0,20632.0,0.0,9.0,9.0,149.0,0.0,71.0,0.0,4.0,0.0,11.0,0.0,0.0,22921.0,25237.0,6009.0,5.0
"(28, 85)",28,85,Slardar,Undying,0.0,1,0.0,1.0,6.0,0.0,1.0,0.0,24.0,29.0,19315.0,1976.0,2.0,2.0,187.0,0.0,31.0,9.0,3.0,0.0,17.0,2.0,12.0,35566.0,50689.0,336.0,1.0
"(28, 40)",28,40,Slardar,Venomancer,1.0,2,2.0,7.5,0.5,2.0,0.0,5.0,6.0,18.5,37444.0,170.0,10.5,10.5,248.0,0.0,84.0,0.5,1.5,0.5,7.0,0.0,0.5,30301.0,32945.5,2497.5,2.0
"(28, 92)",28,92,Slardar,Visage,0.0,1,0.0,50.0,2.0,0.0,0.0,0.0,13.0,28.0,36705.0,0.0,21.0,21.0,347.0,0.0,261.0,3.0,0.0,1.0,14.0,2.0,0.0,52903.0,60444.0,10941.0,4.0
"(28, 37)",28,37,Slardar,Warlock,0.0,2,0.0,0.0,0.0,1.0,0.0,2.5,4.0,8.0,8871.5,2490.5,1.0,1.0,67.0,0.0,11.0,3.0,6.0,0.0,4.5,3.0,5.0,14526.5,15225.0,157.5,0.0
"(28, 21)",28,21,Slardar,Windranger,0.6666666666666666,6,4.0,3.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,7.5,19.333333333333332,29456.666666666668,133.66666666666666,11.5,11.5,177.33333333333334,0.0,36.166666666666664,0.3333333333333333,1.1666666666666667,0.5,10.5,0.8333333333333334,1.0,25483.166666666668,30198.666666666668,1688.5,0.6666666666666666
"(28, 30)",28,30,Slardar,Witch Doctor,1.0,2,2.0,0.0,1.0,1.5,0.0,4.5,12.0,7.0,17959.5,6439.5,6.5,6.5,46.0,0.0,11.0,4.5,10.5,0.0,13.0,2.0,3.5,20723.0,28341.5,275.0,0.5
"(93, 2)",93,2,Slark,Axe,0.625,8,5.0,22.125,0.25,2.375,0.125,7.125,9.25,13.75,32391.0,0.0,13.0,12.625,252.125,1.0,166.25,3.25,0.125,0.5,11.5,3.75,1.0,34151.625,37509.0,3047.0,1.875
"(93, 3)",93,3,Slark,Bane,0.0,1,0.0,0.0,1.0,1.0,0.0,3.0,8.0,8.0,4123.0,0.0,2.0,2.0,149.0,0.0,98.0,3.0,9.0,0.0,4.0,1.0,4.0,19148.0,18665.0,540.0,0.0
"(93, 38)",93,38,Slark,Beastmaster,0.625,8,5.0,18.875,0.75,1.375,0.5,3.625,7.5,24.25,31398.125,191.375,14.25,14.25,297.375,0.0,151.625,3.0,0.375,0.5,12.125,3.0,2.0,36493.625,40996.625,5499.125,2.75
"(93, 78)",93,78,Slark,Brewmaster,0.5,2,1.0,0.0,1.0,0.0,0.0,0.0,6.0,23.5,21193.0,1152.0,9.5,9.5,248.5,4.0,63.5,2.0,1.0,0.0,8.5,1.5,2.5,26231.0,32042.5,3123.0,3.0
"(93, 96)",93,96,Slark,Centaur Warrunner,0.0,1,0.0,35.0,3.0,3.0,0.0,7.0,16.0,16.0,45253.0,0.0,16.0,16.0,549.0,0.0,116.0,3.0,1.0,0.0,10.0,3.0,0.0,52668.0,57583.0,2618.0,3.0
"(93, 66)",93,66,Slark,Chen,0.6666666666666666,3,2.0,5.0,0.3333333333333333,3.0,0.0,7.333333333333333,7.333333333333333,13.333333333333334,15523.0,4229.333333333333,10.0,10.0,179.0,0.0,141.33333333333334,2.0,1.6666666666666667,0.6666666666666666,8.333333333333334,1.6666666666666667,4.333333333333333,25933.333333333332,28927.0,2061.6666666666665,1.0
"(93, 56)",93,56,Slark,Clinkz,0.0,1,0.0,58.0,1.0,3.0,0.0,6.0,8.0,20.0,50102.0,0.0,19.0,19.0,292.0,2.0,276.0,8.0,0.0,0.0,17.0,3.0,3.0,45129.0,47418.0,6229.0,3.0
"(93, 51)",93,51,Slark,Clockwerk,0.5,4,2.0,6.75,0.5,1.5,0.0,3.25,5.5,34.25,25136.25,270.5,9.75,9.75,214.25,1.0,102.5,3.0,2.5,0.0,11.0,4.5,3.25,29264.5,36219.0,2160.0,1.75
"(93, 55)",93,55,Slark,Dark Seer,0.0,2,0.0,1.5,0.0,2.5,0.0,6.0,6.0,14.0,9319.5,0.0,1.0,1.0,232.0,0.0,114.0,1.5,0.0,0.0,5.5,0.0,0.0,21056.0,20035.5,382.5,0.0
"(93, 119)",93,119,Slark,Dark Willow,0.0,1,0.0,0.0,1.0,2.0,0.0,5.0,10.0,8.0,9202.0,0.0,1.0,1.0,132.0,0.0,39.0,1.0,3.0,0.0,1.0,0.0,2.0,13968.0,15576.0,8.0,0.0
"(93, 43)",93,43,Slark,Death Prophet,0.7142857142857143,7,5.0,12.714285714285714,0.42857142857142855,1.8571428571428572,0.14285714285714285,5.428571428571429,5.714285714285714,32.0,34634.57142857143,68.0,17.714285714285715,17.571428571428573,326.57142857142856,0.0,128.0,2.0,0.5714285714285714,0.42857142857142855,9.0,1.2857142857142858,1.4285714285714286,34393.57142857143,37516.142857142855,6308.428571428572,3.142857142857143
"(93, 87)",93,87,Slark,Disruptor,0.0,2,0.0,0.0,0.5,2.0,0.0,5.5,11.5,12.5,13263.0,0.0,6.0,6.0,181.5,0.5,67.0,4.5,7.0,0.0,5.5,1.5,6.0,21475.0,24355.5,809.0,1.0
"(93, 69)",93,69,Slark,Doom,0.8333333333333334,6,5.0,11.333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.3333333333333333,6.333333333333333,27.5,31217.833333333332,62.5,16.166666666666668,16.166666666666668,262.5,0.6666666666666666,117.0,1.8333333333333333,0.3333333333333333,0.16666666666666666,11.0,2.1666666666666665,0.8333333333333334,36068.0,39015.666666666664,3462.8333333333335,2.6666666666666665
"(93, 49)",93,49,Slark,Dragon Knight,0.5,2,1.0,23.0,0.5,3.0,0.0,7.5,8.0,20.5,30497.5,0.0,14.0,14.0,360.0,0.0,116.0,4.0,0.0,0.5,12.0,2.0,2.0,37683.5,41452.5,5170.5,2.5
"(93, 103)",93,103,Slark,Elder Titan,1.0,2,2.0,6.5,0.0,1.0,0.0,2.5,7.0,16.0,41757.5,852.0,13.0,13.0,290.0,0.0,90.0,1.5,1.5,0.0,26.5,1.0,2.0,39620.5,47081.5,5569.0,4.0
"(93, 106)",93,106,Slark,Ember Spirit,1.0,2,2.0,12.0,0.5,0.5,0.0,1.0,5.0,31.5,52716.0,0.0,23.0,23.0,399.0,0.0,115.5,2.5,0.0,1.0,18.0,3.0,1.0,45317.0,47220.5,9552.0,3.5
"(93, 72)",93,72,Slark,Gyrocopter,1.0,1,1.0,0.0,0.0,1.0,0.0,3.0,1.0,39.0,21604.0,0.0,20.0,20.0,239.0,0.0,59.0,2.0,0.0,0.0,5.0,1.0,2.0,21115.0,21693.0,359.0,2.0
"(93, 91)",93,91,Slark,Io,0.0,1,0.0,15.0,0.0,3.0,0.0,7.0,11.0,12.0,21077.0,9711.0,6.0,6.0,176.0,0.0,151.0,1.0,4.0,0.0,8.0,0.0,1.0,25224.0,32483.0,1370.0,2.0
"(93, 64)",93,64,Slark,Jakiro,0.6666666666666666,6,4.0,8.5,1.1666666666666667,2.3333333333333335,0.16666666666666666,7.833333333333333,9.333333333333334,15.166666666666666,32166.0,193.0,11.833333333333334,11.833333333333334,237.16666666666666,0.0,111.0,3.8333333333333335,5.666666666666667,0.3333333333333333,10.333333333333334,3.1666666666666665,2.3333333333333335,32550.666666666668,37295.833333333336,4963.833333333333,3.0
"(93, 23)",93,23,Slark,Kunkka,0.6666666666666666,6,4.0,8.666666666666666,0.0,1.3333333333333333,0.16666666666666666,4.0,3.3333333333333335,29.333333333333332,27539.333333333332,136.0,14.5,14.5,322.0,1.1666666666666667,115.33333333333333,2.1666666666666665,0.5,0.16666666666666666,9.666666666666666,2.3333333333333335,0.6666666666666666,32375.166666666668,36078.166666666664,4270.333333333333,3.0
"(93, 52)",93,52,Slark,Leshrac,0.0,4,0.0,12.75,1.75,3.0,0.0,7.25,12.25,17.5,31300.5,160.0,9.25,9.0,278.75,0.5,115.0,3.0,1.0,0.0,10.5,4.0,3.75,32446.75,36925.0,1069.25,1.0
"(93, 25)",93,25,Slark,Lina,0.6666666666666666,3,2.0,22.333333333333332,0.0,0.6666666666666666,0.0,2.0,10.0,18.333333333333332,34152.0,109.33333333333333,13.333333333333334,13.333333333333334,327.6666666666667,2.0,172.33333333333334,2.0,0.3333333333333333,0.6666666666666666,12.666666666666666,3.3333333333333335,3.0,40189.333333333336,46904.333333333336,7048.666666666667,4.333333333333333
"(93, 77)",93,77,Slark,Lycan,1.0,4,4.0,35.75,0.25,0.75,0.0,1.25,3.0,19.0,37701.75,14.0,22.0,22.0,277.75,0.0,145.0,3.5,0.25,1.5,8.5,4.25,1.0,37812.0,40340.5,11764.25,5.75
"(93, 97)",93,97,Slark,Magnus,1.0,1,1.0,14.0,0.0,3.0,0.0,9.0,4.0,32.0,37713.0,640.0,19.0,19.0,290.0,0.0,107.0,2.0,0.0,0.0,18.0,1.0,0.0,35428.0,40069.0,8576.0,5.0
"(93, 89)",93,89,Slark,Naga Siren,0.75,4,3.0,10.5,0.25,2.25,0.25,5.5,4.25,17.5,18193.25,551.5,10.75,10.75,214.75,0.0,93.25,3.0,4.5,0.25,9.0,3.5,2.5,25760.75,27006.75,3616.25,1.25
"(93, 53)",93,53,Slark,Nature's Prophet,0.0,1,0.0,31.0,1.0,1.0,1.0,2.0,15.0,28.0,38440.0,0.0,14.0,14.0,374.0,0.0,147.0,1.0,1.0,0.0,14.0,1.0,2.0,42302.0,41881.0,3604.0,3.0
"(93, 60)",93,60,Slark,Night Stalker,0.5,4,2.0,10.75,0.5,0.25,0.0,0.5,10.25,16.5,31572.75,414.5,12.25,12.0,232.0,3.25,100.75,4.25,1.5,1.0,12.0,6.25,1.75,33611.0,39350.0,2878.25,2.75
"(93, 88)",93,88,Slark,Nyx Assassin,0.0,1,0.0,0.0,2.0,1.0,0.0,3.0,14.0,11.0,15001.0,20.0,2.0,2.0,146.0,2.0,55.0,2.0,1.0,0.0,4.0,0.0,2.0,18195.0,23918.0,0.0,0.0
"(93, 57)",93,57,Slark,Omniknight,1.0,1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,15860.0,2182.0,9.0,9.0,208.0,0.0,74.0,1.0,0.0,0.0,9.0,0.0,0.0,23039.0,24749.0,1455.0,0.0
"(93, 111)",93,111,Slark,Oracle,1.0,1,1.0,3.0,0.0,2.0,0.0,6.0,6.0,9.0,39107.0,7637.0,12.0,12.0,291.0,0.0,130.0,6.0,10.0,0.0,28.0,1.0,4.0,37945.0,41380.0,5225.0,5.0
"(93, 120)",93,120,Slark,Pangolier,0.5,4,2.0,1.25,0.75,1.25,0.0,4.0,5.0,21.5,22796.75,549.75,15.0,15.0,255.5,0.0,89.5,1.75,0.25,0.25,10.5,1.75,2.5,27585.75,31013.0,1994.25,1.75
"(93, 13)",93,13,Slark,Puck,0.0,1,0.0,0.0,1.0,1.0,0.0,3.0,5.0,19.0,9402.0,0.0,2.0,2.0,287.0,0.0,97.0,2.0,1.0,0.0,11.0,1.0,1.0,25070.0,26647.0,571.0,0.0
"(93, 45)",93,45,Slark,Pugna,1.0,2,2.0,2.0,0.0,1.5,0.0,5.0,2.5,20.0,34442.0,201.0,14.5,14.5,244.0,1.0,80.0,3.0,0.0,0.5,12.5,4.5,2.0,28499.0,27639.0,10014.0,6.5
"(93, 15)",93,15,Slark,Razor,0.0,2,0.0,18.0,1.5,0.5,0.0,1.5,12.0,32.0,36710.5,0.0,9.0,9.0,402.5,0.0,207.0,2.0,0.5,0.0,6.0,2.0,1.5,38873.0,40878.5,839.0,1.5
"(93, 86)",93,86,Slark,Rubick,0.0,3,0.0,14.333333333333334,1.6666666666666667,1.0,0.0,1.6666666666666667,13.333333333333334,17.666666666666668,35149.333333333336,739.6666666666666,18.0,18.0,261.3333333333333,0.0,90.66666666666667,2.3333333333333335,5.666666666666667,0.0,9.333333333333334,3.0,4.333333333333333,35181.333333333336,41461.333333333336,1754.0,2.3333333333333335
"(93, 16)",93,16,Slark,Sand King,0.8333333333333334,6,5.0,7.166666666666667,0.3333333333333333,1.8333333333333333,0.0,5.5,7.833333333333333,17.0,28020.666666666668,359.1666666666667,15.333333333333334,15.166666666666666,215.0,1.5,76.33333333333333,2.1666666666666665,4.5,0.3333333333333333,13.0,1.5,1.1666666666666667,28890.333333333332,31781.833333333332,3600.6666666666665,2.1666666666666665
"(93, 11)",93,11,Slark,Shadow Fiend,1.0,1,1.0,6.0,0.0,2.0,1.0,8.0,4.0,57.0,24120.0,0.0,11.0,12.0,362.0,0.0,182.0,4.0,0.0,1.0,8.0,1.0,4.0,39261.0,37515.0,13225.0,5.0
"(93, 75)",93,75,Slark,Silencer,1.0,1,1.0,2.0,0.0,3.0,0.0,7.0,4.0,22.0,24518.0,280.0,9.0,9.0,144.0,0.0,88.0,4.0,7.0,1.0,9.0,10.0,2.0,24744.0,29916.0,2008.0,2.0
"(93, 101)",93,101,Slark,Skywrath Mage,0.8571428571428571,7,6.0,3.0,0.42857142857142855,1.4285714285714286,0.0,4.714285714285714,6.142857142857143,13.714285714285714,32557.714285714286,0.0,14.428571428571429,14.285714285714286,164.0,1.4285714285714286,65.14285714285714,3.5714285714285716,3.7142857142857144,0.2857142857142857,11.285714285714286,3.7142857142857144,3.857142857142857,25657.14285714286,28920.0,3129.4285714285716,2.0
"(93, 28)",93,28,Slark,Slardar,0.5,2,1.0,5.5,0.5,0.0,0.0,0.0,8.5,17.0,39784.0,0.0,21.5,21.5,254.5,0.0,116.0,1.5,0.0,0.5,12.5,3.0,1.0,34482.5,41335.0,1961.0,1.5
"(93, 71)",93,71,Slark,Spirit Breaker,0.0,1,0.0,0.0,1.0,3.0,0.0,8.0,13.0,20.0,11093.0,0.0,4.0,4.0,203.0,1.0,26.0,2.0,6.0,0.0,10.0,0.0,4.0,18368.0,17976.0,1350.0,2.0
"(93, 46)",93,46,Slark,Templar Assassin,0.0,1,0.0,14.0,1.0,1.0,0.0,3.0,6.0,27.0,11287.0,0.0,3.0,3.0,296.0,0.0,109.0,2.0,0.0,0.0,3.0,1.0,4.0,23124.0,24033.0,2957.0,3.0
"(93, 34)",93,34,Slark,Tinker,1.0,1,1.0,17.0,1.0,5.0,0.0,11.0,3.0,17.0,97109.0,100.0,26.0,26.0,540.0,13.0,259.0,1.0,1.0,0.0,22.0,3.0,1.0,62247.0,59072.0,5155.0,4.0
"(93, 19)",93,19,Slark,Tiny,0.0,1,0.0,20.0,1.0,0.0,0.0,0.0,11.0,9.0,29697.0,0.0,5.0,5.0,336.0,0.0,208.0,4.0,1.0,0.0,29.0,1.0,0.0,37737.0,39989.0,2076.0,3.0
"(93, 100)",93,100,Slark,Tusk,0.3333333333333333,3,1.0,16.333333333333332,2.3333333333333335,0.6666666666666666,0.0,1.6666666666666667,14.0,13.0,28147.333333333332,875.6666666666666,9.0,9.0,207.33333333333334,0.0,99.0,3.6666666666666665,3.3333333333333335,0.6666666666666666,9.666666666666666,3.6666666666666665,3.0,33710.0,36304.0,2138.6666666666665,2.0
"(93, 108)",93,108,Slark,Underlord,0.5,2,1.0,5.0,0.0,1.0,0.0,2.0,4.0,26.5,17359.0,0.0,8.0,8.0,344.5,0.0,115.0,2.5,0.0,0.5,5.0,5.5,0.5,33812.5,36502.0,2941.0,2.0
"(93, 92)",93,92,Slark,Visage,0.5,2,1.0,36.0,0.5,1.5,0.0,4.0,9.0,24.0,27519.5,0.0,13.5,13.5,270.5,0.0,183.0,4.5,0.5,1.0,6.0,3.5,1.5,34413.0,38749.0,5555.0,3.5
"(93, 37)",93,37,Slark,Warlock,0.4444444444444444,9,4.0,9.88888888888889,0.5555555555555556,1.7777777777777777,0.1111111111111111,5.0,9.11111111111111,14.555555555555555,26751.777777777777,6536.0,9.88888888888889,9.88888888888889,217.11111111111111,1.6666666666666667,95.55555555555556,5.777777777777778,4.888888888888889,0.2222222222222222,10.777777777777779,5.666666666666667,6.111111111111111,30888.0,37224.11111111111,3720.1111111111113,2.0
"(93, 21)",93,21,Slark,Windranger,0.6666666666666666,9,6.0,5.555555555555555,0.5555555555555556,1.8888888888888888,0.4444444444444444,6.111111111111111,9.444444444444445,19.0,33382.555555555555,33.888888888888886,15.0,15.11111111111111,271.44444444444446,0.4444444444444444,98.77777777777777,2.888888888888889,2.111111111111111,0.2222222222222222,12.666666666666666,2.0,2.0,33816.444444444445,37903.77777777778,4722.111111111111,2.111111111111111
"(93, 112)",93,112,Slark,Winter Wyvern,1.0,1,1.0,9.0,0.0,0.0,0.0,0.0,5.0,19.0,37860.0,2172.0,13.0,13.0,217.0,0.0,74.0,5.0,11.0,0.0,9.0,0.0,4.0,30630.0,34084.0,3324.0,2.0
"(93, 22)",93,22,Slark,Zeus,0.0,2,0.0,18.5,1.5,2.0,0.0,5.0,16.5,18.0,50688.0,0.0,9.5,9.0,326.0,0.0,189.5,8.0,2.0,0.0,7.0,4.5,0.5,37830.0,45333.0,217.5,0.5
"(35, 73)",35,73,Sniper,Alchemist,0.0,1,0.0,0.0,2.0,4.0,0.0,10.0,9.0,8.0,23531.0,0.0,3.0,3.0,249.0,0.0,55.0,2.0,1.0,0.0,4.0,2.0,3.0,30401.0,24342.0,539.0,0.0
"(35, 38)",35,38,Sniper,Beastmaster,0.0,1,0.0,12.0,3.0,1.0,0.0,2.0,13.0,11.0,28871.0,0.0,10.0,10.0,298.0,0.0,79.0,0.0,1.0,0.0,1.0,0.0,0.0,29254.0,37016.0,1089.0,2.0
"(35, 78)",35,78,Sniper,Brewmaster,0.0,1,0.0,30.0,3.0,0.0,0.0,0.0,10.0,20.0,47959.0,4211.0,17.0,17.0,543.0,0.0,144.0,5.0,0.0,2.0,25.0,0.0,2.0,60149.0,64119.0,4547.0,3.0
"(35, 66)",35,66,Sniper,Chen,1.0,1,1.0,8.0,0.0,1.0,0.0,4.0,7.0,13.0,43141.0,4029.0,17.0,17.0,145.0,0.0,64.0,3.0,6.0,0.0,14.0,3.0,5.0,27067.0,26331.0,7126.0,5.0
"(35, 55)",35,55,Sniper,Dark Seer,0.0,1,0.0,5.0,1.0,1.0,0.0,3.0,10.0,27.0,28450.0,0.0,7.0,7.0,347.0,0.0,56.0,1.0,0.0,0.0,3.0,0.0,0.0,28402.0,26323.0,1744.0,2.0
"(35, 43)",35,43,Sniper,Death Prophet,0.0,1,0.0,37.0,3.0,2.0,0.0,5.0,16.0,41.0,80339.0,0.0,25.0,25.0,653.0,0.0,266.0,1.0,0.0,1.0,16.0,1.0,0.0,66816.0,70634.0,1508.0,2.0
"(35, 87)",35,87,Sniper,Disruptor,0.5,2,1.0,19.5,1.5,3.5,0.0,10.0,10.0,38.0,51078.0,0.0,20.5,20.5,353.5,0.0,119.0,2.0,15.5,0.5,14.0,1.0,5.5,44237.5,47965.0,3260.5,1.5
"(35, 41)",35,41,Sniper,Faceless Void,0.5,2,1.0,62.0,3.5,0.5,0.5,1.5,15.0,28.0,57515.5,0.0,18.0,18.0,435.5,0.0,266.5,2.0,0.5,2.0,20.5,1.5,0.0,57384.5,59359.5,8959.0,3.5
"(35, 72)",35,72,Sniper,Gyrocopter,0.5,2,1.0,17.5,0.5,1.0,0.0,2.0,6.0,48.0,44282.5,0.0,15.5,15.5,401.0,0.0,86.0,0.5,1.0,1.0,5.0,0.0,0.0,35427.5,37328.5,6441.5,4.0
"(35, 64)",35,64,Sniper,Jakiro,0.0,1,0.0,30.0,2.0,3.0,0.0,9.0,12.0,10.0,46585.0,0.0,13.0,13.0,621.0,0.0,130.0,3.0,1.0,2.0,14.0,0.0,0.0,63277.0,64780.0,4989.0,3.0
"(35, 54)",35,54,Sniper,Lifestealer,0.0,1,0.0,53.0,3.0,6.0,0.0,19.0,9.0,31.0,68600.0,1590.0,18.0,18.0,813.0,0.0,242.0,1.0,0.0,2.0,20.0,0.0,0.0,74405.0,74404.0,7042.0,4.0
"(35, 77)",35,77,Sniper,Lycan,0.0,1,0.0,64.0,2.0,0.0,0.0,0.0,11.0,44.0,89004.0,0.0,26.0,26.0,681.0,0.0,316.0,7.0,0.0,0.0,12.0,5.0,0.0,73122.0,78502.0,6585.0,5.0
"(35, 57)",35,57,Sniper,Omniknight,1.0,2,2.0,12.0,0.5,1.0,0.0,2.0,5.5,34.0,39286.5,9017.5,13.0,13.0,277.0,0.0,45.0,0.0,1.0,0.0,9.0,2.0,0.0,31027.5,34617.5,7120.5,3.5
"(35, 76)",35,76,Sniper,Outworld Devourer,1.0,1,1.0,44.0,3.0,1.0,0.0,3.0,11.0,39.0,88960.0,0.0,29.0,29.0,648.0,0.0,324.0,4.0,0.0,1.0,24.0,3.0,0.0,76250.0,71832.0,13215.0,4.0
"(35, 16)",35,16,Sniper,Sand King,0.5,2,1.0,33.0,2.5,2.0,0.5,9.5,14.0,18.0,66647.5,0.0,21.0,21.0,418.5,0.0,155.5,5.0,4.5,0.5,29.5,5.5,1.0,55676.0,57484.5,7271.5,2.5
"(35, 108)",35,108,Sniper,Underlord,0.0,1,0.0,26.0,3.0,0.0,1.0,0.0,18.0,21.0,58034.0,0.0,12.0,12.0,522.0,0.0,119.0,5.0,0.0,0.0,15.0,0.0,0.0,49849.0,57070.0,4171.0,3.0
"(35, 70)",35,70,Sniper,Ursa,0.0,1,0.0,0.0,2.0,1.0,0.0,2.0,10.0,7.0,19934.0,0.0,4.0,4.0,145.0,0.0,31.0,2.0,2.0,0.0,8.0,0.0,4.0,18592.0,18703.0,15.0,0.0
"(35, 20)",35,20,Sniper,Vengeful Spirit,0.5,2,1.0,4.0,1.5,2.0,0.0,7.0,8.5,10.5,34456.5,906.5,12.5,12.5,125.0,0.0,18.5,4.0,7.5,0.0,10.0,3.5,4.5,21746.5,21851.5,3795.5,2.5
"(67, 102)",67,102,Spectre,Abaddon,1.0,1,1.0,15.0,0.0,2.0,0.0,6.0,7.0,17.0,40524.0,1600.0,15.0,15.0,235.0,0.0,114.0,0.0,2.0,2.0,6.0,0.0,0.0,33643.0,43285.0,7694.0,4.0
"(67, 68)",67,68,Spectre,Ancient Apparition,0.0,1,0.0,3.0,1.0,3.0,0.0,9.0,11.0,9.0,34050.0,0.0,9.0,9.0,201.0,0.0,112.0,2.0,6.0,0.0,2.0,1.0,8.0,28539.0,35545.0,603.0,0.0
"(67, 113)",67,113,Spectre,Arc Warden,1.0,1,1.0,48.0,4.0,3.0,0.0,6.0,16.0,23.0,124901.0,18.0,17.0,17.0,824.0,1.0,301.0,2.0,0.0,1.0,3.0,2.0,0.0,86177.0,66871.0,6699.0,6.0
"(67, 3)",67,3,Spectre,Bane,0.75,4,3.0,5.75,1.25,1.0,0.0,1.75,10.25,15.5,42216.75,456.75,12.0,11.5,235.75,0.0,93.0,5.25,9.0,0.75,7.25,4.0,4.75,31655.75,36639.5,1706.5,1.5
