minute,radiant_gold_adv,radiant_xp_adv,match_id
40,5722,13945,4080778303
41,4775,16255,4080778303
42,6081,17023,4080778303
43,6404,12296,4080778303
44,4355,8844,4080778303
45,3438,9033,4080778303
46,4837,11794,4080778303
47,6034,13493,4080778303
48,8267,8295,4080778303
49,9477,8904,4080778303
50,6098,5145,4080778303
51,5017,3696,4080778303
52,2888,2957,4080778303
53,3794,2687,4080778303
54,3539,2582,4080778303
55,3238,3414,4080778303
56,-2321,2950,4080778303
57,-7516,2517,4080778303
58,-12114,2458,4080778303
59,-12133,2515,4080778303
60,-13088,1921,4080778303
61,-13357,1950,4080778303
62,-15354,1827,4080778303
63,-14496,4577,4080778303
64,-15502,5109,4080778303
65,-14643,4060,4080778303
66,-13916,3725,4080778303
1,0,0,3962701540
2,228,325,3962701540
3,-184,431,3962701540
4,143,692,3962701540
5,70,960,3962701540
6,494,1250,3962701540
7,-57,1195,3962701540
8,-59,986,3962701540
9,356,1607,3962701540
10,638,1994,3962701540
11,1196,1473,3962701540
12,2686,3140,3962701540
13,3012,2845,3962701540
14,2285,1646,3962701540
15,1946,1140,3962701540
16,2028,2049,3962701540
17,1922,1436,3962701540
18,3046,4566,3962701540
19,3806,3795,3962701540
20,2758,1624,3962701540
21,2442,1217,3962701540
22,3461,-738,3962701540
23,2814,-1465,3962701540
24,4042,1773,3962701540
25,3907,2154,3962701540
26,3601,1745,3962701540
27,4888,5292,3962701540
28,5714,4923,3962701540
29,7673,9979,3962701540
30,8465,12493,3962701540
31,6980,10330,3962701540
32,8608,12918,3962701540
33,9066,13934,3962701540
34,9492,15404,3962701540
35,10756,17508,3962701540
36,10320,18232,3962701540
37,11405,17570,3962701540
38,12250,17414,3962701540
39,13256,17256,3962701540
40,14833,15006,3962701540
41,17238,13281,3962701540
42,15931,9196,3962701540
43,16366,8864,3962701540
44,17485,8537,3962701540
45,13942,3883,3962701540
46,14585,3196,3962701540
47,15680,3478,3962701540
48,16599,4501,3962701540
49,17785,4621,3962701540
50,13541,6876,3962701540
51,13265,7241,3962701540
52,14354,6734,3962701540
53,14395,9030,3962701540
54,14984,8745,3962701540
55,15273,8613,3962701540
56,14817,8842,3962701540
57,14635,7647,3962701540
58,10260,6621,3962701540
59,6367,5631,3962701540
60,5901,4653,3962701540
61,5884,5151,3962701540
62,4672,5091,3962701540
63,4494,3593,3962701540
64,5275,5218,3962701540
65,4599,5218,3962701540
66,4841,4154,3962701540
67,4172,3322,3962701540
68,3028,2187,3962701540
69,3448,2095,3962701540
70,1962,1256,3962701540
71,690,1256,3962701540
1,0,0,3967062172
2,77,115,3967062172
3,198,163,3967062172
4,437,263,3967062172
5,658,686,3967062172
6,147,469,3967062172
7,-154,949,3967062172
8,-316,302,3967062172
9,334,332,3967062172
10,1321,964,3967062172
11,1578,1401,3967062172
12,1809,2743,3967062172
13,1356,487,3967062172
14,2070,1300,3967062172
15,1572,980,3967062172
16,1371,467,3967062172
17,893,759,3967062172
18,2224,2541,3967062172
19,403,-553,3967062172
20,-1054,-3329,3967062172
21,-2419,-4065,3967062172
22,-3460,-4494,3967062172
23,-4525,-7067,3967062172
24,-4338,-5985,3967062172
25,-4449,-6024,3967062172
26,-3202,-3719,3967062172
27,-1073,-2555,3967062172
28,-708,-1972,3967062172
29,-1601,-3010,3967062172
30,-1343,-1329,3967062172
31,-450,2293,3967062172
32,-23,3526,3967062172
33,-926,1671,3967062172
34,80,4198,3967062172
35,-1549,1926,3967062172
36,-2184,928,3967062172
37,-2100,-1750,3967062172
38,-3258,-2379,3967062172
39,-1610,1256,3967062172
40,-645,2896,3967062172
41,4,6009,3967062172
42,3471,7393,3967062172
43,3118,5031,3967062172
44,5383,5261,3967062172
45,-447,-2738,3967062172
46,-2584,-4565,3967062172
47,-5414,-5014,3967062172
48,-3617,-3648,3967062172
49,-3246,-6284,3967062172
50,-5673,-6664,3967062172
51,-4478,-6694,3967062172
52,-3586,-2874,3967062172
53,-3216,-1051,3967062172
54,-2210,-2353,3967062172
55,-1265,-1761,3967062172
56,-1449,-1786,3967062172
57,-684,-1923,3967062172
58,-443,-3013,3967062172
59,-1258,-2831,3967062172
60,-810,227,3967062172
61,-1029,255,3967062172
62,4426,1189,3967062172
63,3000,1189,3967062172
64,4493,1189,3967062172
1,-374,-56,3965702859
2,-261,190,3965702859
3,-221,310,3965702859
4,340,883,3965702859
5,-359,-321,3965702859
6,291,948,3965702859
7,1600,1906,3965702859
8,1174,1549,3965702859
9,1594,1593,3965702859
10,1541,1558,3965702859
11,1576,1995,3965702859
12,4102,1845,3965702859
13,3970,2944,3965702859
14,5924,5226,3965702859
15,4681,2704,3965702859
16,4642,2716,3965702859
17,4493,2783,3965702859
18,4777,4066,3965702859
19,4491,2620,3965702859
20,5279,4460,3965702859
21,4981,3470,3965702859
22,4152,4647,3965702859
23,3190,4456,3965702859
24,2189,3617,3965702859
25,2481,3934,3965702859
26,3810,8451,3965702859
27,4464,9463,3965702859
28,4681,10682,3965702859
29,6455,14687,3965702859
30,7893,17359,3965702859
31,8479,19517,3965702859
32,8548,19359,3965702859
33,6356,12593,3965702859
34,4476,10478,3965702859
35,4678,10604,3965702859
36,3420,8228,3965702859
37,2325,7148,3965702859
38,402,2506,3965702859
39,1431,4656,3965702859
40,1159,3398,3965702859
41,-1220,-5258,3965702859
42,-5548,-4996,3965702859
43,-5812,-4931,3965702859
44,-6323,-4222,3965702859
45,-6557,-4692,3965702859
46,-5389,-3099,3965702859
47,-5291,-2874,3965702859
48,-3506,-4314,3965702859
49,-3462,-3605,3965702859
50,-925,-1066,3965702859
51,-1250,-2620,3965702859
52,-336,-2673,3965702859
53,1698,3920,3965702859
54,-1124,901,3965702859
55,-3488,-599,3965702859
56,-7893,-599,3965702859
1,0,0,3971583578
2,444,-179,3971583578
3,632,4,3971583578
4,339,-644,3971583578
5,351,-381,3971583578
6,209,-478,3971583578
7,424,-1095,3971583578
8,483,-1237,3971583578
9,127,-629,3971583578
10,-33,-719,3971583578
11,-366,-847,3971583578
12,607,-1417,3971583578
13,384,-969,3971583578
14,116,-1057,3971583578
15,1172,1137,3971583578
16,1286,1270,3971583578
17,-1077,-304,3971583578
18,-174,467,3971583578
19,164,981,3971583578
20,-433,-46,3971583578
21,-970,-863,3971583578
22,-1123,-1746,3971583578
23,-1190,-2672,3971583578
24,-1815,-3690,3971583578
25,-197,-739,3971583578
26,2166,2847,3971583578
27,2690,1150,3971583578
28,-90,-2895,3971583578
29,-1372,-4335,3971583578
30,-1171,-4648,3971583578
31,-1862,-5539,3971583578
32,-1563,-5910,3971583578
33,-1983,-4909,3971583578
34,-3403,-7284,3971583578
35,-4621,-7203,3971583578
36,-4930,-6679,3971583578
37,-6889,-6855,3971583578
38,-8141,-8046,3971583578
39,-7870,-8218,3971583578
40,-9423,-11447,3971583578
41,-10176,-11521,3971583578
42,-13010,-10736,3971583578
43,-13884,-12112,3971583578
44,-14998,-8932,3971583578
45,-15595,-8944,3971583578
46,-15383,-4807,3971583578
47,-12118,1303,3971583578
48,-10615,944,3971583578
49,-11182,2949,3971583578
50,-9582,8159,3971583578
51,-10114,8518,3971583578
52,-10953,11064,3971583578
53,-10000,16284,3971583578
54,-10674,16508,3971583578
55,-8945,16993,3971583578
56,-8772,15124,3971583578
57,-9133,17221,3971583578
58,-10200,16029,3971583578
59,-11043,15791,3971583578
60,-10624,15562,3971583578
61,-13987,13112,3971583578
62,-14728,13112,3971583578
63,-14269,13079,3971583578
64,-14118,12935,3971583578
65,-13780,12850,3971583578
66,-12743,11701,3971583578
67,-16268,10510,3971583578
68,-17897,10441,3971583578
69,-17245,9568,3971583578
70,-12894,9568,3971583578
71,-11603,8193,3971583578
72,-10249,7910,3971583578
73,-12825,6043,3971583578
74,-13287,5725,3971583578
75,-13463,5593,3971583578
76,-12543,5503,3971583578
77,-14848,5361,3971583578
78,-15490,3673,3971583578
79,-18481,3180,3971583578
80,-15946,1520,3971583578
81,-14172,10,3971583578
82,-13168,10,3971583578
1,0,0,3967480317
2,-448,-128,3967480317
3,-751,-405,3967480317
4,-1557,-617,3967480317
5,-811,-89,3967480317
6,-686,-377,3967480317
7,-1823,-390,3967480317
8,-1575,-515,3967480317
9,-1505,-473,3967480317
10,-2076,-1070,3967480317
11,-1228,-250,3967480317
12,-1901,-1264,3967480317
13,-900,-629,3967480317
14,-251,181,3967480317
15,1198,973,3967480317
16,654,475,3967480317
17,227,2237,3967480317
18,1549,4512,3967480317
19,2129,4928,3967480317
20,739,2262,3967480317
21,2104,4366,3967480317
22,3709,5574,3967480317
23,3120,5131,3967480317
24,3929,5757,3967480317
25,3905,5741,3967480317
26,4559,8995,3967480317
27,6928,9623,3967480317
28,6897,10194,3967480317
29,6916,12534,3967480317
30,5449,7229,3967480317
31,5793,9361,3967480317
32,9082,11273,3967480317
33,9022,10809,3967480317
34,9526,11533,3967480317
35,7518,7114,3967480317
36,8398,10192,3967480317
37,6411,7032,3967480317
38,5896,7983,3967480317
39,5544,6546,3967480317
40,7097,8431,3967480317
41,7316,7867,3967480317
42,4691,7867,3967480317
43,1995,5051,3967480317
44,1224,4661,3967480317
45,2721,6686,3967480317
46,-879,919,3967480317
47,-572,4156,3967480317
48,2325,4176,3967480317
49,3195,4014,3967480317
50,-1183,-617,3967480317
51,-4427,-375,3967480317
52,-6710,-206,3967480317
53,-5654,343,3967480317
54,-6943,-47,3967480317
55,-8175,-318,3967480317
56,-9707,-401,3967480317
57,-13560,-316,3967480317
58,-14270,-135,3967480317
59,-16239,-1402,3967480317
60,-16103,-1402,3967480317
61,-18244,-1402,3967480317
62,-20853,-1402,3967480317
1,0,0,4078478649
2,105,91,4078478649
3,254,439,4078478649
4,156,649,4078478649
5,509,1170,4078478649
6,773,1415,4078478649
7,1665,1906,4078478649
8,1896,2387,4078478649
9,1299,1694,4078478649
10,970,1468,4078478649
11,718,1614,4078478649
12,1868,3168,4078478649
13,829,2570,4078478649
14,439,1951,4078478649
15,982,1834,4078478649
16,686,2651,4078478649
17,2124,4972,4078478649
18,1074,2963,4078478649
19,739,2118,4078478649
20,328,2058,4078478649
21,533,2566,4078478649
22,437,3586,4078478649
23,1432,5689,4078478649
24,1104,5024,4078478649
25,1411,4822,4078478649
26,1378,4376,4078478649
27,1663,4631,4078478649
28,1079,2893,4078478649
29,1495,2512,4078478649
30,3470,4818,4078478649
31,3253,5047,4078478649
32,2422,5260,4078478649
33,3122,5204,4078478649
34,2226,6562,4078478649
35,2160,9116,4078478649
36,3392,13145,4078478649
37,6285,18169,4078478649
38,6171,18359,4078478649
39,4623,14295,4078478649
40,4668,14246,4078478649
41,5083,14864,4078478649
42,8410,16894,4078478649
43,8843,18547,4078478649
44,8606,17624,4078478649
45,7159,19977,4078478649
46,7241,21396,4078478649
47,7058,13948,4078478649
48,6650,13137,4078478649
49,6785,12419,4078478649
50,6433,11130,4078478649
51,7211,11130,4078478649
52,9556,12378,4078478649
53,10298,12132,4078478649
54,10272,12107,4078478649
55,9580,12166,4078478649
56,10339,10672,4078478649
57,7883,10348,4078478649
58,12363,11016,4078478649
59,13267,10789,4078478649
60,8446,9287,4078478649
61,8128,9090,4078478649
62,10500,8805,4078478649
63,10255,8479,4078478649
64,14658,8363,4078478649
65,21075,8363,4078478649
1,0,0,4063266100
2,253,374,4063266100
3,-118,-355,4063266100
4,-467,-281,4063266100
5,58,353,4063266100
6,-330,181,4063266100
7,-389,418,4063266100
8,625,630,4063266100
9,1125,1101,4063266100
10,1706,1045,4063266100
11,2459,1876,4063266100
12,2522,2078,4063266100
13,2802,3134,4063266100
14,2505,3139,4063266100
15,3375,3482,4063266100
16,3163,3272,4063266100
17,4294,4899,4063266100
18,4491,5732,4063266100
19,4483,5462,4063266100
20,5600,6056,4063266100
21,5703,6842,4063266100
22,6388,7128,4063266100
23,6470,7132,4063266100
24,6411,5667,4063266100
25,7081,7860,4063266100
26,5322,3102,4063266100
27,3904,2741,4063266100
28,4412,3825,4063266100
29,5972,8204,4063266100
30,6884,9309,4063266100
31,5811,7002,4063266100
32,5392,6985,4063266100
33,5440,7095,4063266100
34,6001,8402,4063266100
35,6337,11045,4063266100
36,5993,11350,4063266100
37,9425,15553,4063266100
38,12341,19735,4063266100
39,12816,19622,4063266100
40,13934,21021,4063266100
41,14302,22965,4063266100
42,15388,27344,4063266100
43,16803,28716,4063266100
44,18005,30788,4063266100
45,12464,16769,4063266100
46,8528,15058,4063266100
47,6728,17584,4063266100
48,8680,18368,4063266100
49,10488,18086,4063266100
50,6253,10544,4063266100
51,5831,11245,4063266100
52,5849,14932,4063266100
53,4104,12835,4063266100
54,2592,7601,4063266100
55,841,5915,4063266100
56,2140,5982,4063266100
57,5083,6216,4063266100
58,7543,6326,4063266100
59,6480,5922,4063266100
60,2654,5955,4063266100
61,243,6511,4063266100
62,-1809,7405,4063266100
63,-807,5986,4063266100
64,-2389,5931,4063266100
65,-1383,5773,4063266100
66,-4988,5484,4063266100
67,-8009,5031,4063266100
68,-10186,3659,4063266100
69,-15145,3568,4063266100
70,-19409,1763,4063266100
71,-18880,1348,4063266100
72,-17499,-162,4063266100
73,-16441,-162,4063266100
74,-17178,-162,4063266100
75,-17487,-162,4063266100
76,-15511,-162,4063266100
77,-16649,-162,4063266100
78,-16501,-162,4063266100
79,-16017,-162,4063266100
80,-14137,-162,4063266100
81,-14327,-162,4063266100
82,-13966,-162,4063266100
1,0,0,4062098446
2,-297,222,4062098446
3,-223,-9,4062098446
4,-117,380,4062098446
5,-236,-39,4062098446
6,-779,-401,4062098446
7,-791,-1249,4062098446
8,-968,-1310,4062098446
9,-1988,-2164,4062098446
10,-2484,-2600,4062098446
11,-3783,-3407,4062098446
12,-4117,-2676,4062098446
13,-4238,-3360,4062098446
14,-4989,-5057,4062098446
15,-7456,-7171,4062098446
16,-6224,-6438,4062098446
17,-6055,-7337,4062098446
18,-6622,-8902,4062098446
19,-7262,-10726,4062098446
20,-7693,-11141,4062098446
21,-6802,-9030,4062098446
22,-5396,-8802,4062098446
23,-5995,-11193,4062098446
24,-6441,-11583,4062098446
25,-6487,-11167,4062098446
26,-5502,-9697,4062098446
27,-10353,-16519,4062098446
28,-12496,-17180,4062098446
29,-13956,-17687,4062098446
30,-15252,-19983,4062098446
31,-17055,-21931,4062098446
32,-18119,-22664,4062098446
33,-18112,-21790,4062098446
34,-18255,-22183,4062098446
35,-18693,-27250,4062098446
36,-16563,-21777,4062098446
37,-13244,-15120,4062098446
38,-13316,-12427,4062098446
39,-13080,-12625,4062098446
40,-13288,-13320,4062098446
41,-13596,-13932,4062098446
42,-14207,-14116,4062098446
43,-12477,-8209,4062098446
44,-12037,-8514,4062098446
45,-12824,-8772,4062098446
46,-10766,-4170,4062098446
47,-9311,-2749,4062098446
48,-9074,-2284,4062098446
49,-11298,-2569,4062098446
50,-11593,-3396,4062098446
51,-11086,-2804,4062098446
52,-10805,-2537,4062098446
53,-6862,263,4062098446
54,-3945,1679,4062098446
55,-4609,-1491,4062098446
1,0,0,3960615221
2,-86,-351,3960615221
3,-201,-422,3960615221
4,-224,-508,3960615221
5,75,-386,3960615221
6,189,-336,3960615221
7,-565,-458,3960615221
8,-672,-281,3960615221
9,-287,11,3960615221
10,123,307,3960615221
11,-508,-141,3960615221
12,1337,-152,3960615221
13,2564,1539,3960615221
14,2866,1644,3960615221
15,3074,1868,3960615221
16,3208,1817,3960615221
17,4655,3301,3960615221
18,3314,2222,3960615221
19,3333,2489,3960615221
20,3035,1789,3960615221
21,4089,2516,3960615221
22,4731,5317,3960615221
23,3521,1428,3960615221
24,1921,861,3960615221
25,1964,550,3960615221
26,1884,-664,3960615221
27,3182,-1842,3960615221
28,3567,-1164,3960615221
29,3725,1460,3960615221
30,3193,650,3960615221
31,4562,3888,3960615221
32,4848,1966,3960615221
33,4010,3378,3960615221
34,4454,3109,3960615221
35,4733,3117,3960615221
36,4767,3900,3960615221
37,5406,3951,3960615221
38,5231,5982,3960615221
39,6897,8706,3960615221
40,6262,8255,3960615221
41,7869,13506,3960615221
42,6604,6563,3960615221
43,4240,4192,3960615221
44,4236,5213,3960615221
45,4984,5983,3960615221
46,1579,-3842,3960615221
47,-3076,-6208,3960615221
48,-591,1481,3960615221
49,-4366,-4712,3960615221
50,-7681,-5179,3960615221
51,-6326,-2464,3960615221
52,-7581,2997,3960615221
53,-8378,-716,3960615221
54,-7093,-815,3960615221
55,-2819,6215,3960615221
56,167,6269,3960615221
57,4141,6273,3960615221
58,3700,6115,3960615221
59,4576,5872,3960615221
1,0,0,3965779077
2,1,128,3965779077
3,-141,59,3965779077
4,-437,-149,3965779077
5,-559,-458,3965779077
6,-262,-216,3965779077
7,271,-226,3965779077
8,383,169,3965779077
9,-307,-937,3965779077
10,237,288,3965779077
11,-49,-66,3965779077
12,376,133,3965779077
13,124,644,3965779077
14,-31,2288,3965779077
15,-142,2240,3965779077
16,944,3038,3965779077
17,2108,3453,3965779077
18,3288,3710,3965779077
19,3815,5010,3965779077
20,3620,4213,3965779077
21,4180,5000,3965779077
22,6910,6579,3965779077
23,6469,6048,3965779077
24,8073,8128,3965779077
25,9434,8968,3965779077
26,9861,9166,3965779077
27,7196,7086,3965779077
28,9477,10608,3965779077
29,10247,9653,3965779077
30,11382,10910,3965779077
31,9784,8633,3965779077
32,8926,7092,3965779077
33,8664,9000,3965779077
34,8418,7606,3965779077
35,7624,4155,3965779077
36,6152,3413,3965779077
37,7826,5330,3965779077
38,5641,-986,3965779077
39,6033,-999,3965779077
40,8825,2499,3965779077
41,8714,3,3965779077
42,12168,1902,3965779077
43,13669,1917,3965779077
44,14840,4716,3965779077
45,13761,651,3965779077
46,14677,3992,3965779077
47,16048,4281,3965779077
48,16944,4381,3965779077
49,15185,-568,3965779077
50,15392,-1991,3965779077
51,16291,-1611,3965779077
52,14495,-5698,3965779077
53,10876,-8435,3965779077
54,11477,-8115,3965779077
55,11908,-5706,3965779077
56,11913,-5245,3965779077
57,8392,-3181,3965779077
58,10005,-3181,3965779077
59,8414,-3005,3965779077
60,9035,-2467,3965779077
61,7582,-2467,3965779077
62,10126,-2467,3965779077
63,11055,-845,3965779077
1,0,0,3961291740
2,-369,114,3961291740
3,-585,284,3961291740
4,-644,-221,3961291740
5,-539,90,3961291740
6,-121,409,3961291740
7,176,-544,3961291740
8,-549,-1357,3961291740
9,-479,-593,3961291740
10,-125,-115,3961291740
11,-184,-443,3961291740
12,709,172,3961291740
13,423,98,3961291740
14,1037,1587,3961291740
15,1134,1643,3961291740
16,-278,-224,3961291740
17,-528,-206,3961291740
18,-908,434,3961291740
19,212,1394,3961291740
20,984,2572,3961291740
21,1733,2709,3961291740
22,3727,5496,3961291740
23,3457,4820,3961291740
24,1481,2005,3961291740
25,1679,3393,3961291740
26,2216,4364,3961291740
27,2571,4742,3961291740
28,3041,5602,3961291740
29,2678,4496,3961291740
30,3820,5622,3961291740
31,6639,12781,3961291740
32,10046,13484,3961291740
33,7510,9317,3961291740
34,7604,10061,3961291740
35,9095,11090,3961291740
36,8584,11329,3961291740
37,8404,4739,3961291740
38,8121,5751,3961291740
39,8579,6464,3961291740
40,9503,11665,3961291740
41,10755,13155,3961291740
42,12312,13503,3961291740
43,14205,17992,3961291740
44,13916,13525,3961291740
45,16697,10487,3961291740
46,13988,1902,3961291740
47,14135,2603,3961291740
48,14464,4434,3961291740
49,15854,2958,3961291740
50,13461,1644,3961291740
51,12930,19,3961291740
52,15116,-2479,3961291740
53,13902,-4313,3961291740
54,12476,-4562,3961291740
55,11652,-4394,3961291740
1,0,0,4078291886
2,-757,-2,4078291886
3,-700,63,4078291886
4,-894,-848,4078291886
5,-1397,-1510,4078291886
6,-640,-534,4078291886
7,-784,-1608,4078291886
8,-2074,-1398,4078291886
9,-2349,-1890,4078291886
10,-3148,-2751,4078291886
11,-2033,-1732,4078291886
12,-641,-2399,4078291886
13,-719,-2664,4078291886
14,-953,-2302,4078291886
15,-1010,-3672,4078291886
16,-1917,-3592,4078291886
17,-1255,-1538,4078291886
18,-3396,-5674,4078291886
19,-3085,-5327,4078291886
20,-906,-2837,4078291886
21,-1275,-3526,4078291886
22,90,-416,4078291886
23,207,-377,4078291886
24,-169,-782,4078291886
25,-580,-2056,4078291886
26,-547,-3694,4078291886
27,-1642,-5844,4078291886
28,-1799,-7734,4078291886
29,-3259,-11248,4078291886
30,-4794,-11978,4078291886
31,-5737,-14403,4078291886
32,-3149,-8951,4078291886
33,-3066,-8177,4078291886
34,-3333,-10600,4078291886
35,-3930,-11523,4078291886
36,-4395,-12411,4078291886
37,-5535,-13869,4078291886
38,-4293,-8321,4078291886
39,-4085,-7786,4078291886
40,-3598,-12047,4078291886
41,-4607,-12443,4078291886
42,-6597,-14760,4078291886
43,-7892,-15916,4078291886
44,-9096,-16764,4078291886
45,-10425,-17874,4078291886
46,-10364,-11676,4078291886
47,-13193,-11221,4078291886
48,-18172,-11165,4078291886
49,-18269,-9504,4078291886
1,0,0,4061662358
2,203,110,4061662358
3,298,114,4061662358
4,49,-353,4061662358
5,379,-340,4061662358
6,-309,-877,4061662358
7,739,-608,4061662358
8,453,-706,4061662358
9,377,-513,4061662358
10,677,-594,4061662358
11,2127,1038,4061662358
12,4327,2616,4061662358
13,3315,2480,4061662358
14,4669,3221,4061662358
15,4740,3174,4061662358
16,4945,3345,4061662358
17,6689,3332,4061662358
18,7712,4254,4061662358
19,8082,4290,4061662358
20,9224,3987,4061662358
21,8772,2390,4061662358
22,9693,3026,4061662358
23,10124,3048,4061662358
24,11413,4436,4061662358
25,14285,6100,4061662358
26,13422,2388,4061662358
27,13658,-1293,4061662358
28,13629,-1116,4061662358
29,14204,-489,4061662358
30,14162,-782,4061662358
31,15836,1836,4061662358
32,20467,4394,4061662358
33,22723,6059,4061662358
34,25086,11707,4061662358
35,27395,12936,4061662358
36,29058,13337,4061662358
37,24175,3457,4061662358
38,19567,2834,4061662358
39,19961,3554,4061662358
40,23277,5670,4061662358
41,20267,5374,4061662358
42,19969,4960,4061662358
43,22834,14389,4061662358
44,24567,15477,4061662358
45,23109,14540,4061662358
46,22199,13447,4061662358
47,26478,14756,4061662358
48,27587,15736,4061662358
49,27634,14529,4061662358
50,27638,14434,4061662358
51,29709,13542,4061662358
1,0,0,3971470160
2,-194,-319,3971470160
3,-161,-337,3971470160
4,68,24,3971470160
5,-450,-685,3971470160
6,-558,-859,3971470160
7,374,-561,3971470160
8,-380,-1116,3971470160
9,-39,-563,3971470160
10,-104,-1016,3971470160
11,253,-723,3971470160
12,-64,-991,3971470160
13,311,-505,3971470160
14,-1247,-1398,3971470160
15,291,77,3971470160
16,652,544,3971470160
17,2068,1386,3971470160
18,2698,1772,3971470160
19,3178,2449,3971470160
20,2462,931,3971470160
21,5953,4626,3971470160
22,7954,3643,3971470160
23,8081,4153,3971470160
24,8168,4659,3971470160
25,9103,5721,3971470160
