end,last_death,match_id,start
2023,2008,4062142571,1985
2198,2183,4062142571,2157
2273,2258,4062142571,2239
2497,2482,4062142571,2460
626,611,4074694505,574
897,882,4074694505,845
975,960,4074694505,937
1105,1090,4074694505,1063
1268,1253,4074694505,1224
1469,1454,4074694505,1405
1597,1582,4074694505,1554
1749,1734,4074694505,1707
348,333,4080666526,303
452,437,4080666526,415
745,730,4080666526,700
1565,1550,4080666526,1506
1654,1639,4080666526,1613
2091,2076,4080666526,2041
2235,2220,4080666526,2192
573,558,3966977095,517
1122,1107,3966977095,1064
1505,1490,3966977095,1455
1666,1651,3966977095,1617
2946,2931,3966977095,2899
3201,3186,3966977095,3162
3262,3247,3966977095,3192
1106,1091,3966077573,1068
1696,1681,3966077573,1652
2260,2245,3966077573,2190
2390,2375,3966077573,2341
2453,2438,3966077573,2406
2829,2814,3966077573,2774
385,370,3966619151,350
460,445,3966619151,419
742,727,3966619151,693
1258,1243,3966619151,1210
1396,1381,3966619151,1349
1838,1823,3966619151,1775
432,417,3969955414,396
644,629,3969955414,583
1139,1124,3969955414,1066
1242,1227,3969955414,1203
1354,1339,3969955414,1309
1509,1494,3969955414,1465
1653,1638,3969955414,1615
1772,1757,3969955414,1728
664,649,4062183675,626
705,690,4062183675,671
1052,1037,4062183675,993
1159,1144,4062183675,1118
1314,1299,4062183675,1277
1692,1677,4062183675,1655
1913,1898,4062183675,1856
2066,2051,4062183675,2027
243,228,4063439681,191
654,639,4063439681,610
859,844,4063439681,819
929,914,4063439681,893
1199,1184,4063439681,1139
1671,1656,4063439681,1621
1785,1770,4063439681,1731
1969,1954,4063439681,1927
695,680,4063600107,662
867,852,4063600107,825
1312,1297,4063600107,1268
1367,1352,4063600107,1314
1645,1630,4063600107,1607
1694,1679,4063600107,1641
1722,1707,4063600107,1686
2059,2044,4063600107,2023
692,677,4065260154,648
845,830,4065260154,789
1109,1094,4065260154,1062
1222,1207,4065260154,1180
1360,1345,4065260154,1312
1421,1406,4065260154,1372
1569,1554,4065260154,1532
1742,1727,4065260154,1704
770,755,4066909869,670
1039,1024,4066909869,994
1111,1096,4066909869,1075
1379,1364,4066909869,1326
1585,1570,4066909869,1547
2094,2079,4066909869,2056
623,608,3961454929,584
832,817,3961454929,787
1142,1127,3961454929,1108
1847,1832,3961454929,1801
2081,2066,3961454929,2033
2106,2091,3961454929,2066
2247,2232,3961454929,2202
881,866,4063289036,833
1281,1266,4063289036,1229
1322,1307,4063289036,1270
2148,2133,4063289036,2102
2596,2581,4063289036,2550
2732,2717,4063289036,2691
2993,2978,4063289036,2936
1060,1045,4066838505,1020
1100,1085,4066838505,1060
1563,1548,4066838505,1498
2119,2104,4066838505,2078
2531,2516,4066838505,2483
137,122,3966744778,105
686,671,3966744778,637
824,809,3966744778,779
982,967,3966744778,944
1185,1170,3966744778,1147
1392,1377,3966744778,1347
1763,1748,3966744778,1715
1800,1785,3966744778,1754
2375,2360,3966744778,2335
124,109,4061858332,86
399,384,4061858332,347
473,458,4061858332,441
974,959,4061858332,939
1004,989,4061858332,959
1530,1515,4061858332,1488
1766,1751,4061858332,1699
1948,1933,4061858332,1896
2243,2228,4061858332,2176
2440,2425,4061858332,2401
2496,2481,4061858332,2463
750,735,4064854156,708
852,837,4064854156,804
1134,1119,4064854156,1092
1208,1193,4064854156,1172
1301,1286,4064854156,1268
2117,2102,4064854156,2059
2444,2429,4064854156,2403
2684,2669,4064854156,2626
2821,2806,4064854156,2779
2896,2881,4064854156,2854
416,401,4074748928,380
565,550,4074748928,524
739,724,4074748928,690
1311,1296,4074748928,1268
1375,1360,4074748928,1332
2064,2049,4074748928,2011
2150,2135,4074748928,2087
2577,2562,4074748928,2534
213,198,3964015955,165
310,295,3964015955,260
505,490,3964015955,450
680,665,3964015955,629
927,912,3964015955,890
976,961,3964015955,932
1317,1302,3964015955,1285
1447,1432,3964015955,1399
419,404,3965322615,385
1470,1455,3965322615,1417
1927,1912,3965322615,1886
2252,2237,3965322615,2218
2575,2560,3965322615,2522
2931,2916,3965322615,2892
435,420,4065128649,391
539,524,4065128649,504
715,700,4065128649,663
1195,1180,4065128649,1162
2059,2044,4065128649,2016
2233,2218,4065128649,2192
448,433,4080601137,404
557,542,4080601137,504
728,713,4080601137,690
901,886,4080601137,853
945,930,4080601137,895
1045,1030,4080601137,998
1275,1260,4080601137,1235
1539,1524,4080601137,1466
1938,1923,4080601137,1889
2056,2041,4080601137,2014
676,661,4080316101,624
817,802,4080316101,762
1241,1226,4080316101,1190
1787,1772,4080316101,1718
2143,2128,4080316101,2084
2251,2236,4080316101,2194
1831,1816,3967809253,1766
1938,1923,3967809253,1890
2042,2027,3967809253,1988
2167,2152,3967809253,2129
2505,2490,3967809253,2463
481,466,4078566725,441
950,935,4078566725,900
1390,1375,4078566725,1325
1566,1551,4078566725,1523
1837,1822,4078566725,1783
2049,2034,4078566725,2002
614,599,3972154535,577
1335,1320,3972154535,1293
2678,2663,3972154535,2605
2739,2724,3972154535,2694
3328,3313,3972154535,3273
4205,4190,3972154535,4168
582,567,4066891298,542
911,896,4066891298,860
1022,1007,4066891298,977
1106,1091,4066891298,1049
1229,1214,4066891298,1189
1320,1305,4066891298,1281
1485,1470,4066891298,1453
1898,1883,3961276206,1840
2107,2092,3961276206,2060
2274,2259,3961276206,2238
2302,2287,3961276206,2260
2547,2532,3961276206,2503
3188,3173,3961276206,3133
3548,3533,3961276206,3503
767,752,3970792027,714
1204,1189,3970792027,1159
1346,1331,3970792027,1310
1429,1414,3970792027,1396
1574,1559,3970792027,1540
1735,1720,3970792027,1693
2022,2007,3970792027,1983
2297,2282,3970792027,2239
900,885,3967435213,853
1278,1263,3967435213,1227
1461,1446,3967435213,1399
1965,1950,3967435213,1918
2255,2240,3967435213,2200
517,502,4061867364,486
850,835,4061867364,810
1237,1222,4061867364,1186
1448,1433,4061867364,1411
1751,1736,4061867364,1700
1797,1782,4061867364,1762
1915,1900,4061867364,1866
1964,1949,4061867364,1913
253,238,4063558826,213
290,275,4063558826,252
363,348,4063558826,325
521,506,4063558826,483
1891,1876,4063558826,1851
1953,1938,4063558826,1909
2277,2262,4063558826,2212
2735,2720,4063558826,2684
719,704,3969305067,679
889,874,3969305067,846
1087,1072,3969305067,1048
1267,1252,3969305067,1232
1488,1473,3969305067,1450
1675,1660,3969305067,1634
1785,1770,3969305067,1743
1820,1805,3969305067,1775
1870,1855,3969305067,1831
1891,1876,3969305067,1856
691,676,4066608591,647
872,857,4066608591,815
994,979,4066608591,953
1166,1151,4066608591,1126
1296,1281,4066608591,1249
1370,1355,4066608591,1325
1891,1876,4066608591,1834
2166,2151,4066608591,2125
2222,2207,4066608591,2180
546,531,4072635180,506
1238,1223,4072635180,1188
1371,1356,4072635180,1339
1465,1450,4072635180,1410
1604,1589,4072635180,1565
1747,1732,4072635180,1714
2215,2200,4072635180,2168
2284,2269,4072635180,2229
1440,1425,4070612749,1393
1888,1873,4070612749,1826
2065,2050,4070612749,2021
2418,2403,4070612749,2373
2619,2604,4070612749,2586
2657,2642,4070612749,2613
662,647,4063359785,623
1169,1154,4063359785,1119
1243,1228,4063359785,1176
1430,1415,4063359785,1382
1669,1654,4063359785,1614
1773,1758,4063359785,1733
1950,1935,4063359785,1904
2021,2006,4063359785,1984
1151,1136,3969180038,1110
1369,1354,3969180038,1328
2171,2156,3969180038,2123
2503,2488,3969180038,2459
2786,2771,3969180038,2726
3486,3471,3969180038,3415
539,524,3964906211,501
633,618,3964906211,591
779,764,3964906211,731
1190,1175,3964906211,1151
1386,1371,3964906211,1337
1540,1525,3964906211,1495
1839,1824,3964906211,1779
2000,1985,3964906211,1961
434,419,3962815128,375
816,801,3962815128,768
1056,1041,3962815128,1012
1330,1315,3962815128,1286
1422,1407,3962815128,1371
1787,1772,3962815128,1744
1899,1884,3962815128,1842
2006,1991,3962815128,1968
637,622,4065095713,593
938,923,4065095713,890
1656,1641,4065095713,1613
1785,1770,4065095713,1736
452,437,3972937677,409
477,462,3972937677,441
601,586,3972937677,550
1004,989,3972937677,957
1196,1181,3972937677,1135
1344,1329,3972937677,1297
1635,1620,3972937677,1568
1806,1791,3972937677,1752
2051,2036,3972937677,2006
978,963,4063653342,928
1194,1179,4063653342,1133
1613,1598,4063653342,1555
1752,1737,4063653342,1716
1985,1970,4063653342,1946
824,809,4061922574,767
1004,989,4061922574,936
1105,1090,4061922574,1050
1372,1357,4061922574,1329
1920,1905,4061922574,1868
2204,2189,4061922574,2157
1336,1321,3965633377,1295
1518,1503,3965633377,1431
2219,2204,3965633377,2168
2324,2309,3965633377,2289
1196,1181,3967602199,1140
1499,1484,3967602199,1461
1530,1515,3967602199,1497
1605,1590,3967602199,1563
1914,1899,3967602199,1875
2162,2147,3967602199,2107
503,488,4063402142,466
969,954,4063402142,920
1019,1004,4063402142,970
1137,1122,4063402142,1106
1427,1412,4063402142,1365
1563,1548,4063402142,1506
1792,1777,4063402142,1753
1934,1919,4063402142,1879
1996,1981,4063402142,1962
603,588,4072772695,552
971,956,4072772695,923
1402,1387,4072772695,1353
1607,1592,4072772695,1553
1729,1714,4072772695,1663
1956,1941,4072772695,1910
2005,1990,4072772695,1962
18,3,4062099038,-56
209,194,4062099038,164
605,590,4062099038,566
822,807,4062099038,771
980,965,4062099038,930
1677,1662,4062099038,1643
2118,2103,4062099038,2083
137,122,4066597494,100
327,312,4066597494,290
494,479,4066597494,445
544,529,4066597494,510
1320,1305,4066597494,1279
1897,1882,4066597494,1847
1984,1969,4066597494,1928
2040,2025,4066597494,2001
2329,2314,4066597494,2272
328,313,4066760701,295
615,600,4066760701,569
935,920,4066760701,902
1091,1076,4066760701,1038
1457,1442,4066760701,1409
1752,1737,4066760701,1713
666,651,3963175050,624
856,841,3963175050,806
1019,1004,3963175050,940
1299,1284,3963175050,1265
2260,2245,3963175050,2216
2294,2279,3963175050,2250
895,880,3964587511,856
1341,1326,3964587511,1288
1470,1455,3964587511,1423
1934,1919,3964587511,1888
2013,1998,3964587511,1966
705,690,4078180258,669
889,874,4078180258,817
1400,1385,4078180258,1354
1447,1432,4078180258,1410
1677,1662,4078180258,1627
2472,2457,4078180258,2425
811,796,4074178274,760
1017,1002,4074178274,960
1123,1108,4074178274,1085
1229,1214,4074178274,1176
1353,1338,4074178274,1310
1740,1725,4074178274,1704
1856,1841,4074178274,1807
456,441,4063667075,418
831,816,4063667075,786
935,920,4063667075,892
1181,1166,4063667075,1137
1239,1224,4063667075,1191
1400,1385,4063667075,1345
1529,1514,4063667075,1492
1752,1737,4063667075,1693
342,327,3966442144,285
924,909,3966442144,891
1152,1137,3966442144,1107
1418,1403,3966442144,1353
1521,1506,3966442144,1481
1684,1669,3966442144,1642
2151,2136,3966442144,2111
435,420,4064786062,360
601,586,4064786062,561
1103,1088,4064786062,1065
1233,1218,4064786062,1199
1461,1446,4064786062,1417
1506,1491,4064786062,1465
1866,1851,4064786062,1831
182,167,3965640129,137
404,389,3965640129,367
472,457,3965640129,437
892,877,3965640129,842
1022,1007,3965640129,981
1711,1696,3965640129,1669
2137,2122,3965640129,2094
2827,2812,3965640129,2774
1618,1603,4062045592,1570
2052,2037,4062045592,1997
2245,2230,4062045592,2206
2919,2904,4062045592,2879
3537,3522,4062045592,3483
3669,3654,4062045592,3626
4043,4028,4062045592,3993
788,773,3971798245,740
903,888,3971798245,847
1153,1138,3971798245,1106
2002,1987,3971798245,1954
2036,2021,3971798245,2001
404,389,4066831697,370
834,819,4066831697,791
988,973,4066831697,947
1095,1080,4066831697,1057
1247,1232,4066831697,1189
1329,1314,4066831697,1277
1353,1338,4066831697,1315
1491,1476,4066831697,1443
1641,1626,4066831697,1595
1742,1727,4066831697,1701
1951,1936,4066831697,1907
604,589,4061745637,560
684,669,4061745637,645
748,733,4061745637,690
797,782,4061745637,756
867,852,4061745637,829
971,956,4061745637,931
1153,1138,4061745637,1117
1486,1471,4061745637,1447
934,919,3965138122,893
978,963,3965138122,943
1119,1104,3965138122,1082
1182,1167,3965138122,1138
1490,1475,3965138122,1437
1673,1658,3965138122,1621
1821,1806,3965138122,1784
589,574,4065164937,542
662,647,4065164937,611
772,757,4065164937,726
1291,1276,4065164937,1252
2497,2482,4065164937,2452
2600,2585,4065164937,2555
436,421,3966406239,388
598,583,3966406239,549
767,752,3966406239,726
862,847,3966406239,825
1068,1053,3966406239,1025
1289,1274,3966406239,1256
1378,1363,3966406239,1329
1594,1579,3966406239,1539
1807,1792,3966406239,1745
793,778,3967311583,753
1026,1011,3967311583,990
1217,1202,3967311583,1181
1836,1821,3967311583,1800
1953,1938,3967311583,1888
2193,2178,3967311583,2155
617,602,4065281130,565
905,890,4065281130,871
1105,1090,4065281130,1051
1290,1275,4065281130,1246
2035,2020,4065281130,1966
411,396,3967805803,370
963,948,3967805803,921
1057,1042,3967805803,1001
1676,1661,3967805803,1642
2071,2056,3967805803,2012
459,444,4061815647,414
1191,1176,4061815647,1134
1434,1419,4061815647,1390
1511,1496,4061815647,1469
1714,1699,4061815647,1662
1829,1814,4061815647,1784
2426,2411,4061815647,2391
817,802,3966150350,775
913,898,3966150350,875
1087,1072,3966150350,1050
1378,1363,3966150350,1319
1512,1497,3966150350,1470
1650,1635,3966150350,1593
2278,2263,3966150350,2246
2497,2482,3966150350,2454
2076,2061,3967146931,2027
2521,2506,3967146931,2475
2997,2982,3967146931,2951
960,945,4062047269,913
1849,1834,4062047269,1809
2159,2144,4062047269,2111
2531,2516,4062047269,2475
3064,3049,4062047269,3024
3116,3101,4062047269,3063
3268,3253,4062047269,3212
490,475,3961425002,447
575,560,3961425002,533
736,721,3961425002,697
821,806,3961425002,776
1104,1089,3961425002,1053
1324,1309,3961425002,1287
1649,1634,3961425002,1597
290,275,3967792394,240
783,768,3967792394,737
1034,1019,3967792394,996
1159,1144,3967792394,1122
1492,1477,3967792394,1448
1819,1804,3967792394,1758
1907,1892,3967792394,1869
1999,1984,3967792394,1950
373,358,4065251250,324
574,559,4065251250,519
661,646,4065251250,611
939,924,4065251250,888
1557,1542,4065251250,1508
2071,2056,4065251250,2024
469,454,4061671194,426
682,667,4061671194,630
887,872,4061671194,820
1042,1027,4061671194,993
1204,1189,4061671194,1159
1331,1316,4061671194,1276
1482,1467,4061671194,1437
1681,1666,4061671194,1636
1736,1721,4061671194,1694
440,425,4063299885,409
500,485,4063299885,461
587,572,4063299885,514
839,824,4063299885,798
1006,991,4063299885,967
1187,1172,4063299885,1140
1538,1523,4063299885,1491
1740,1725,4063299885,1706
1856,1841,4063299885,1819
444,429,3968327522,401
994,979,3968327522,935
1169,1154,3968327522,1123
1424,1409,3968327522,1381
474,459,3967214219,432
1031,1016,3967214219,982
1098,1083,3967214219,1056
1393,1378,3967214219,1340
1496,1481,3967214219,1450
2019,2004,3967214219,1986
2308,2293,3967214219,2237
947,932,4063131371,901
1152,1137,4063131371,1121
1586,1571,4063131371,1544
1974,1959,4063131371,1938
2102,2087,4063131371,2060
2369,2354,4063131371,2329
2728,2713,4063131371,2687
2939,2924,4063131371,2878
419,404,4066704198,380
953,938,4066704198,911
1205,1190,4066704198,1149
1248,1233,4066704198,1208
1599,1584,4066704198,1550
1821,1806,4066704198,1753
1975,1960,4066704198,1941
1042,1027,4063220819,988
1117,1102,4063220819,1073
1675,1660,4063220819,1636
1833,1818,4063220819,1762
123,108,4072441405,74
1363,1348,4072441405,1330
1458,1443,4072441405,1426
1503,1488,4072441405,1459
1759,1744,4072441405,1717
1846,1831,4072441405,1807
2441,2426,4072441405,2396
2463,2448,4072441405,2427
799,784,3962007207,749
1085,1070,3962007207,1042
1258,1243,3962007207,1200
1493,1478,3962007207,1461
1669,1654,3962007207,1625
1823,1808,3962007207,1778
313,298,3969003873,273
636,621,3969003873,588
786,771,3969003873,735
837,822,3969003873,787
1189,1174,3969003873,1125
948,933,4066995932,887
1301,1286,4066995932,1247
1494,1479,4066995932,1462
1549,1534,4066995932,1515
808,793,3967532949,768
1531,1516,3967532949,1471
1954,1939,3967532949,1880
2246,2231,3967532949,2201
2698,2683,3967532949,2644
989,974,3967002678,958
1148,1133,3967002678,1104
1527,1512,3967002678,1493
2017,2002,3967002678,1963
2303,2288,3967002678,2251
444,429,4062061780,402
976,961,4062061780,921
1231,1216,4062061780,1192
1419,1404,4062061780,1364
2071,2056,4062061780,2027
790,775,3967908532,744
881,866,3967908532,846
946,931,3967908532,879
1074,1059,3967908532,1033
1236,1221,3967908532,1189
1553,1538,3967908532,1517
1588,1573,3967908532,1539
1772,1757,3967908532,1725
194,179,4063532336,142
579,564,4063532336,542
795,780,4063532336,738
1245,1230,4063532336,1198
1638,1623,4063532336,1604
1841,1826,4063532336,1804
915,900,3961665955,874
1075,1060,3961665955,1017
1326,1311,3961665955,1293
1538,1523,3961665955,1485
1710,1695,3961665955,1656
1884,1869,3961665955,1828
2652,2637,3961665955,2610
704,689,3966302839,672
1238,1223,3966302839,1190
1665,1650,3966302839,1612
1981,1966,3966302839,1934
1413,1398,4065229720,1356
1562,1547,4065229720,1523
2039,2024,4065229720,1968
2241,2226,4065229720,2199
659,644,3967343435,616
741,726,3967343435,700
1231,1216,3967343435,1185
1328,1313,3967343435,1264
1379,1364,3967343435,1336
1859,1844,3967343435,1821
1950,1935,3967343435,1913
2255,2240,3967343435,2212
475,460,4064708096,433
563,548,4064708096,527
587,572,4064708096,551
643,628,4064708096,592
910,895,4064708096,845
1380,1365,4064708096,1330
1547,1532,4064708096,1487
1643,1628,4064708096,1583
630,615,4066670110,591
819,804,4066670110,779
1435,1420,4066670110,1397
1524,1509,4066670110,1486
1891,1876,4066670110,1850
2117,2102,4066670110,2082
2152,2137,4066670110,2106
1554,1539,3967369181,1517
1679,1664,3967369181,1632
1790,1775,3967369181,1735
1854,1839,3967369181,1814
1893,1878,3967369181,1849
1974,1959,3967369181,1932
2135,2120,3967369181,2083
726,711,4062098361,670
942,927,4062098361,888
1166,1151,4062098361,1123
1353,1338,4062098361,1306
1489,1474,4062098361,1445
1745,1730,4062098361,1703
2384,2369,4062098361,2339
594,579,4064867263,546
991,976,4064867263,949
1165,1150,4064867263,1118
1472,1457,4064867263,1423
1796,1781,4064867263,1746
2009,1994,4064867263,1968
889,874,3969599769,847
960,945,3969599769,915
1034,1019,3969599769,971
1818,1803,3969599769,1772
1131,1116,3969557308,1081
1321,1306,3969557308,1273
1494,1479,3969557308,1451
1713,1698,3969557308,1675
427,412,3961646185,367
490,475,3961646185,457
645,630,3961646185,607
1289,1274,3961646185,1251
1435,1420,3961646185,1378
1585,1570,3961646185,1548
347,332,4066759760,304
539,524,4066759760,504
642,627,4066759760,604
831,816,4066759760,795
1125,1110,4066759760,1076
1227,1212,4066759760,1173
1726,1711,4066759760,1688
1947,1932,4066759760,1899
390,375,4061903681,346
1000,985,4061903681,964
1180,1165,4061903681,1139
1575,1560,4061903681,1536
1921,1906,4061903681,1868
530,515,3967303905,494
720,705,3967303905,676
939,924,3967303905,899
1378,1363,3967303905,1343
1520,1505,3967303905,1466
1632,1617,3967303905,1594
1702,1687,3967303905,1666
2004,1989,3967303905,1952
973,958,4070838238,932
1308,1293,4070838238,1252
1777,1762,4070838238,1732
630,615,4074591870,577
704,689,4074591870,658
738,723,4074591870,700
1052,1037,4074591870,1001
1150,1135,4074591870,1095
1256,1241,4074591870,1202
1479,1464,4074591870,1437
1785,1770,4074591870,1731
1950,1935,4074591870,1898
689,674,4066823822,622
1114,1099,4066823822,1073
1445,1430,4066823822,1409
1600,1585,4066823822,1563
1891,1876,4066823822,1846
1946,1931,4066823822,1915
497,482,4064706284,453
566,551,4064706284,510
618,603,4064706284,573
993,978,4064706284,954
1046,1031,4064706284,1013
764,749,4062062147,724
1029,1014,4062062147,984
1715,1700,4062062147,1659
1953,1938,4062062147,1919
2074,2059,4062062147,2037
401,386,3967618847,361
872,857,3967618847,828
1057,1042,3967618847,1022
1357,1342,3967618847,1323
1473,1458,3967618847,1436
2322,2307,3967618847,2288
2399,2384,3967618847,2353
2657,2642,3967618847,2604
232,217,4065083072,190
992,977,4065083072,957
2305,2290,4065083072,2244
786,771,3969876442,732
886,871,3969876442,836
1145,1130,3969876442,1099
1814,1799,3969876442,1777
1918,1903,3969876442,1880
2011,1996,3969876442,1971
607,592,4063611898,567
920,905,4063611898,873
1042,1027,4063611898,993
1304,1289,4063611898,1251
1616,1601,4063611898,1570
1730,1715,4063611898,1693
1976,1961,4063611898,1927
194,179,3961061756,151
1032,1017,3961061756,973
1434,1419,3961061756,1383
1772,1757,3961061756,1713
1824,1809,3961061756,1766
1221,1206,3966510320,1185
1285,1270,3966510320,1238
1721,1706,3966510320,1679
2143,2128,3966510320,2085
2413,2398,3966510320,2374
564,549,3972055233,512
1533,1518,3972055233,1500
1586,1571,3972055233,1540
1843,1828,3972055233,1795
1987,1972,3972055233,1941
2242,2227,3972055233,2192
2752,2737,3972055233,2685
1323,1308,3961217248,1284
1346,1331,3961217248,1308
2032,2017,3961217248,1963
2220,2205,3961217248,2180
2488,2473,3961217248,2447
777,762,3961142758,718
808,793,3961142758,771
1243,1228,3961142758,1205
1359,1344,3961142758,1307
1752,1737,3961142758,1703
1775,1760,3961142758,1737
2795,2780,3961142758,2758
322,307,3962632022,287
527,512,3962632022,472
1536,1521,3962632022,1481
1806,1791,3962632022,1750
2053,2038,3962632022,2012
2229,2214,3962632022,2185
2395,2380,3962632022,2357
2525,2510,3962632022,2483
2658,2643,3962632022,2615
44,29,4063350513,-4
288,273,4063350513,248
533,518,4063350513,484
656,641,4063350513,616
747,732,4063350513,704
857,842,4063350513,804
983,968,4063350513,933
1079,1064,4063350513,1037
1404,1389,4063350513,1371
1439,1424,4063350513,1400
576,561,4074486307,524
636,621,4074486307,585
731,716,4074486307,690
798,783,4074486307,757
1131,1116,4074486307,1086
1443,1428,4074486307,1396
1736,1721,4074486307,1691
1817,1802,4074486307,1763
2009,1994,4074486307,1967
786,771,4080420268,745
884,869,4080420268,849
1106,1091,4080420268,1045
1416,1401,4080420268,1362
1670,1655,4080420268,1620
231,216,3967285140,190
313,298,3967285140,274
776,761,3967285140,734
906,891,3967285140,855
980,965,3967285140,935
1074,1059,3967285140,1025
1260,1245,3967285140,1222
365,350,4066499349,318
1826,1811,4066499349,1780
2109,2094,4066499349,2057
618,603,3973127831,580
784,769,3973127831,739
1016,1001,3973127831,983
1295,1280,3973127831,1235
2106,2091,3973127831,2059
2503,2488,3973127831,2455
2797,2782,3973127831,2730
969,954,3967666409,916
1118,1103,3967666409,1071
1341,1326,3967666409,1278
2811,2796,3967666409,2754
2906,2891,3967666409,2859
307,292,3972375830,273
629,614,3972375830,588
1387,1372,3972375830,1342
1798,1783,3972375830,1755
2000,1985,3972375830,1961
2504,2489,3972375830,2457
465,450,4076188379,420
816,801,4076188379,771
1041,1026,4076188379,970
1245,1230,4076188379,1202
1345,1330,4076188379,1301
1488,1473,4076188379,1449
962,947,3966884585,913
1545,1530,3966884585,1504
1665,1650,3966884585,1620
2186,2171,3966884585,2140
298,283,3969510492,246
727,712,3969510492,692
864,849,3969510492,825
923,908,3969510492,888
1219,1204,3969510492,1163
1319,1304,3969510492,1274
318,303,3966744537,276
483,468,3966744537,444
928,913,3966744537,891
1262,1247,3966744537,1207
1453,1438,3966744537,1403
1771,1756,3966744537,1718
1902,1887,3966744537,1857
825,810,4063521022,773
902,887,4063521022,859
1000,985,4063521022,960
1162,1147,4063521022,1111
1572,1557,4063521022,1523
666,651,3963510721,615
780,765,3963510721,744
933,918,3963510721,897
1090,1075,3963510721,1048
1318,1303,3963510721,1263
1500,1485,3963510721,1460
1598,1583,3963510721,1554
530,515,4064938488,480
794,779,4064938488,729
1145,1130,4064938488,1100
1369,1354,4064938488,1311
1518,1503,4064938488,1476
1649,1634,4064938488,1602
1847,1832,4064938488,1815
936,921,4063378608,893
1540,1525,4063378608,1491
2255,2240,4063378608,2209
2514,2499,4063378608,2454
818,803,4063619584,777
1148,1133,4063619584,1106
1355,1340,4063619584,1316
1720,1705,4063619584,1659
2003,1988,4063619584,1961
2142,2127,4063619584,2105
2241,2226,4063619584,2205
155,140,3966788182,99
215,200,3966788182,176
668,653,3966788182,621
1013,998,3966788182,980
1099,1084,3966788182,1037
1501,1486,3966788182,1428
2133,2118,4070674710,2076
2369,2354,4070674710,2304
2772,2757,4070674710,2727
2939,2924,4070674710,2906
552,537,3970333065,516
997,982,3970333065,953
1290,1275,3970333065,1245
1323,1308,3970333065,1285
1576,1561,3970333065,1541
1823,1808,3970333065,1749
1869,1854,3969654858,1825
2135,2120,3969654858,2094
2508,2493,3969654858,2460
2996,2981,3969654858,2949
329,314,4061766981,288
449,434,4061766981,403
1706,1691,4061766981,1656
2051,2036,4061766981,2007
2070,2055,4061766981,2036
2125,2110,4061766981,2079
2216,2201,4061766981,2170
818,803,3965026783,782
1026,1011,3965026783,979
1372,1357,3965026783,1332
729,714,4064786780,665
878,863,4064786780,830
1356,1341,4064786780,1306
1726,1711,4064786780,1683
1866,1851,4064786780,1824
528,513,3960600123,484
653,638,3960600123,604
1138,1123,3960600123,1090
1299,1284,3960600123,1263
1825,1810,3960600123,1778
2305,2290,3960600123,2239
2458,2443,3960600123,2420
2530,2515,3960600123,2492
807,792,3960680068,747
888,873,3960680068,841
1177,1162,3960680068,1117
1462,1447,3960680068,1421
1751,1736,3960680068,1700
1273,1258,3966020533,1226
1480,1465,3966020533,1438
2117,2102,3966020533,2065
2349,2334,3966020533,2301
628,613,4061977166,583
777,762,4061977166,738
1352,1337,4061977166,1290
1769,1754,4061977166,1722
598,583,4066891674,553
1196,1181,4066891674,1130
1315,1300,4066891674,1258
1482,1467,4066891674,1438
1624,1609,4066891674,1580
1912,1897,4066891674,1869
468,453,3971338283,401
559,544,3971338283,502
672,657,3971338283,628
1263,1248,3971338283,1223
1958,1943,3971338283,1925
2194,2179,3971338283,2144
296,281,4063413580,257
753,738,4063413580,710
1778,1763,4063413580,1737
1894,1879,4063413580,1855
2421,2406,4063413580,2378
2461,2446,4063413580,2427
2789,2774,4063413580,2745
740,725,3964779866,685
918,903,3964779866,885
1274,1259,3964779866,1230
1509,1494,3964779866,1464
1893,1878,3964779866,1848
897,882,3969427809,860
1109,1094,3969427809,1067
1418,1403,3969427809,1383
1532,1517,3969427809,1494
1604,1589,3969427809,1553
1691,1676,3969427809,1631
1949,1934,3969427809,1900
1129,1114,4063571098,1078
1468,1453,4063571098,1432
1832,1817,4063571098,1781
2014,1999,4063571098,1976
2181,2166,4063571098,2118
2534,2519,4063571098,2482
2845,2830,4063571098,2806
3162,3147,4063571098,3115
582,567,3966161147,546
1218,1203,3966161147,1168
1427,1412,3966161147,1374
2260,2245,3966161147,2203
276,261,3967858418,237
440,425,3967858418,388
474,459,3967858418,435
731,716,3967858418,674
808,793,3967858418,769
1190,1175,3967858418,1142
1333,1318,3967858418,1289
1464,1449,3967858418,1428
240,225,3969656979,201
477,462,3969656979,445
723,708,3969656979,679
1507,1492,3969656979,1464
1958,1943,3969656979,1920
2317,2302,3969656979,2274
254,239,4062151757,214
612,597,4062151757,564
664,649,4062151757,630
735,720,4062151757,699
1420,1405,4062151757,1355
793,778,4070500759,745
913,898,4070500759,869
1051,1036,4070500759,1004
1328,1313,4070500759,1271
1599,1584,4070500759,1550
1733,1718,4070500759,1692
2326,2311,4070500759,2272
1284,1269,3966529435,1242
1393,1378,3966529435,1331
1635,1620,3966529435,1587
1770,1755,3966529435,1711
1827,1812,3966529435,1767
868,853,3966233770,832
1444,1429,3966233770,1396
1632,1617,3966233770,1586
1861,1846,3966233770,1822
2008,1993,3966233770,1967
295,280,3971335899,251
887,872,3971335899,848
1009,994,3971335899,959
1730,1715,3971335899,1682
1814,1799,3971335899,1776
1848,1833,3971335899,1814
1901,1886,3971335899,1855
590,575,3966581710,548
